species;lat;lon
Betula ermanii;55.8666;121.6
Betula ermanii;56.3333;121.516
Betula ermanii;56.466667;138.183333
Betula ermanii;56.466667;138.183333
Betula ermanii;54.436861;125.50276
Betula ermanii;35.497846;138.194418
Betula ermanii;35.484935;138.16191
Betula ermanii;35.490002;138.206263
Betula ermanii;36.586394;137.73634
Betula ermanii;54.364979;126.193059
Betula ermanii;38.269261;139.935204
Betula ermanii;45.333333;136.15
Betula ermanii;45.333333;136.15
Betula ermanii;45.333333;136.15
Betula ermanii;45.333333;136.15
Betula ermanii;45.333333;136.15
Betula ermanii;36.559361;137.707357
Betula ermanii;49.28;120.71
Betula ermanii;39.36;114.71
Betula ermanii;43.6;126.23
Betula ermanii;43.6;126.23
Betula ermanii;41.24;125.24
Betula ermanii;41.24;125.24
Betula ermanii;43.62;128.34
Betula ermanii;43.62;128.34
Betula ermanii;43.62;128.34
Betula ermanii;42.34;127.28
Betula ermanii;42.34;127.28
Betula ermanii;42.34;127.28
Betula ermanii;42.34;127.28
Betula ermanii;42.34;127.28
Betula ermanii;42.34;127.28
Betula ermanii;43.53;118.68
Betula ermanii;43.53;118.68
Betula ermanii;45.04;128.22
Betula ermanii;45.04;128.22
Betula ermanii;45.04;128.22
Betula ermanii;45.04;128.22
Betula ermanii;45.04;128.22
Betula ermanii;42.78;128.51
Betula ermanii;42.78;128.51
Betula ermanii;42.78;128.51
Betula ermanii;42.78;128.51
Betula ermanii;42.78;128.51
Betula ermanii;42.78;128.51
Betula ermanii;42.83258;140.794922
Betula ermanii;55.80578;133.9577
Betula ermanii;54.388928;125.617193
Betula ermanii;54.412353;125.534456
Betula ermanii;54.388667;125.617031
Betula ermanii;44.859;142.091
Betula ermanii;45.047;142.008
Betula ermanii;44.9298;141.9898
Betula ermanii;44.946;142.082
Betula ermanii;44.961;142.096
Betula ermanii;44.995;142.003
Betula ermanii;45.038;141.988
Betula ermanii;45.047;142.008
Betula ermanii;44.96;142.093
Betula ermanii;45.016;142.042
Betula ermanii;44.961;142.096
Betula ermanii;45.047;142.008
Betula ermanii;45.047;142.008
Betula ermanii;44.377;142.207
Betula ermanii;44.962;142.094
Betula ermanii;45.049;142.128
Betula ermanii;45.047;142.008
Betula ermanii;44.77;142.193
Betula ermanii;44.731;142.232
Betula ermanii;45.033;141.991
Betula ermanii;44.409;142.249
Betula ermanii;44.7756;142.1749
Betula ermanii;44.9234;141.9938
Betula ermanii;45.047;142.008
Betula ermanii;45.047;142.008
Betula ermanii;44.961;142.094
Betula ermanii;44.372;142.165
Betula ermanii;44.401;142.26
Betula ermanii;45.008;142.015
Betula ermanii;45.049;142.128
Betula ermanii;44.962;142.094
Betula ermanii;44.961;142.094
Betula ermanii;45.03;141.983
Betula ermanii;45.047;142.008
Betula ermanii;44.367;142.163
Betula ermanii;44.961;142.096
Betula ermanii;45.009;142.002
Betula ermanii;42.68;141.6
Betula ermanii;44.961;142.094
Betula ermanii;44.9257;141.9374
Betula ermanii;45.009;142.015
Betula ermanii;44.368;142.161
Betula ermanii;44.444;142.208
Betula ermanii;44.463;142.156
Betula ermanii;44.319;142.26
Betula ermanii;44.415;142.175
Betula ermanii;45.047;142.008
Betula ermanii;44.462;142.162
Betula ermanii;44.961;142.095
Betula ermanii;44.961;142.095
Betula ermanii;44.786;142.133
Betula ermanii;44.995;142.003
Betula ermanii;45.047;142.008
Betula ermanii;44.929;141.964
Betula ermanii;45.025;142.001
Betula ermanii;44.729;142.232
Betula ermanii;44.961;142.095
Betula ermanii;44.986;142.008
Betula ermanii;44.938;142.129
Betula ermanii;44.803;142.264
Betula ermanii;45.01;142.015
Betula ermanii;44.739;142.219
Betula ermanii;44.776;142.176
Betula ermanii;44.406;142.266
Betula ermanii;44.776;142.218
Betula ermanii;44.87;142.11
Betula ermanii;44.962;142.094
Betula ermanii;44.429;142.223
Betula ermanii;44.767;142.221
Betula ermanii;45.033;141.982
Betula ermanii;44.992;142.009
Betula ermanii;44.738;142.244
Betula ermanii;44.9254;141.962
Betula ermanii;44.8117;142.0845
Betula ermanii;44.996;142.006
Betula ermanii;45.0023;142.0018
Betula ermanii;44.8096;142.0847
Betula ermanii;44.783;142.28
Betula ermanii;44.369;142.211
Betula ermanii;44.737;142.221
Betula ermanii;44.776;142.206
Betula ermanii;44.77;142.21
Betula ermanii;44.962;142.153
Betula ermanii;44.8;142.233
Betula ermanii;44.401;142.272
Betula ermanii;44.245;142.183
Betula ermanii;44.783;142.28
Betula ermanii;44.77;142.2
Betula ermanii;44.93;141.961
Betula ermanii;44.87;142.11
Betula ermanii;44.874;142.135
Betula ermanii;44.76;142.19
Betula ermanii;44.245;142.183
Betula ermanii;44.966;142.127
Betula ermanii;44.9991;142.0032
Betula ermanii;44.8;142.257
Betula ermanii;44.804;142.262
Betula ermanii;44.404;142.258
Betula ermanii;45.076;142.114
Betula ermanii;44.93;141.961
Betula ermanii;44.77;142.22
Betula ermanii;44.9849;142.0088
Betula ermanii;44.77;142.22
Betula ermanii;44.77;142.22
Betula ermanii;44.783;142.28
Betula ermanii;45.04;142.037
Betula ermanii;44.793;142.078
Betula ermanii;44.87;142.11
Betula ermanii;44.909;142.059
Betula ermanii;44.858;142.146
Betula ermanii;45.042;142.008
Betula ermanii;45.074;142.113
Betula ermanii;44.783;142.28
Betula ermanii;45.075;142.112
Betula ermanii;44.812;142.235
Betula ermanii;44.81;142.09
Betula ermanii;44.77;142.22
Betula ermanii;44.953;142.096
Betula ermanii;44.953;142.096
Betula ermanii;44.995;142.016
Betula ermanii;44.93;141.99
Betula ermanii;44.81;142.09
Betula ermanii;45.051;142.011
Betula ermanii;44.909;142.059
Betula ermanii;45.076;142.008
Betula ermanii;44.9839;142.0094
Betula ermanii;44.81;142.09
Betula ermanii;42.701;141.572
Betula ermanii;45.047;142.013
Betula ermanii;44.92;141.976
Betula ermanii;44.821;142.276
Betula ermanii;44.982;142.061
Betula ermanii;44.9232;141.9758
Betula ermanii;44.821;142.276
Betula ermanii;45.047;142.013
Betula ermanii;45.083;142.105
Betula ermanii;45.041;142.009
Betula ermanii;45.044;142.016
Betula ermanii;45.067;141.982
Betula ermanii;45.044;142.014
Betula ermanii;45.026;142.019
Betula ermanii;44.81;142.09
Betula ermanii;44.767;142.2
Betula ermanii;45.051;142.136
Betula ermanii;45.002;142.0018
Betula ermanii;45.026;142.019
