,species,latitude,longitude
5831,larix,54.728174603199996,123.950396825
5832,larix,59.6150793651,130.956349206
5833,larix,59.648809523800004,106.650793651
5834,larix,59.373015873,110.15277777799999
5835,larix,51.2896825397,123.01190476200001
5836,larix,67.3968253968,110.02777777799999
5837,larix,65.08730158729999,120.70238095200001
5838,larix,62.2876984127,107.051587302
5839,larix,65.6071428571,119.200396825
5840,larix,67.05952380949999,131.906746032
5841,larix,66.68650793649999,112.043650794
5842,larix,52.8015873016,122.515873016
5843,larix,58.5674603175,111.47222222200001
5844,larix,57.5178571429,134.12698412700001
5845,larix,67.31944444439999,107.98214285700001
5846,larix,50.898809523800004,132.91468254
5847,larix,63.4940476191,129.67063492100002
5848,larix,57.293650793699996,128.069444444
5849,larix,62.8253968254,92.8968253968
5850,larix,54.43849206350001,118.470238095
5851,larix,59.2123015873,119.31746031700001
5852,larix,62.4146825397,116.73809523799999
5853,larix,67.80555555560001,121.206349206
5854,larix,51.013888888900006,133.80952381
5855,larix,62.081349206400006,127.329365079
5856,larix,62.341269841300004,110.30753968299999
5857,larix,53.0793650794,137.047619048
5858,larix,61.910714285699996,104.533730159
5859,larix,55.031746031800004,120.781746032
5860,larix,61.7222222222,128.648809524
5861,larix,52.8551587302,123.29761904799999
5862,larix,61.0277777778,117.079365079
5863,larix,57.1904761905,129.361111111
5864,larix,64.1031746032,123.861111111
5865,larix,51.486111111099994,110.341269841
5866,larix,65.7757936508,100.16269841299999
5867,larix,57.3333333333,125.005952381
5868,larix,59.7876984127,118.458333333
5869,larix,64.94444444439999,100.611111111
5870,larix,55.3253968254,125.986111111
5871,larix,54.7003968254,115.595238095
5872,larix,61.38095238100001,102.091269841
5873,larix,61.4543650794,130.238095238
5874,larix,52.2976190476,119.85515873
5875,larix,65.2142857143,156.027777778
5876,larix,67.0853174603,109.726190476
5877,larix,66.1746031746,118.121031746
5878,larix,56.2698412698,114.404761905
5879,larix,64.9007936508,93.51785714290001
5880,larix,68.5952380952,114.63293650799999
5881,larix,52.7380952381,113.80952381
5882,larix,68.6607142857,104.27777777799999
5883,larix,62.1547619048,96.5515873016
5884,larix,61.0476190476,133.484126984
5885,larix,60.7420634921,127.841269841
5886,larix,67.42063492060001,111.200396825
5887,larix,65.7738095238,96.8253968254
5888,larix,55.7777777778,121.69047619
5889,larix,66.9603174603,131.176587302
5890,larix,61.646825396800004,105.26190476200001
5891,larix,58.1706349206,114.478174603
5892,larix,54.7956349206,133.98015873
5893,larix,52.2202380952,114.63690476200001
5894,larix,67.8234126984,110.55753968299999
5895,larix,51.3015873016,117.5
5896,larix,62.696428571400006,92.1507936508
5897,larix,65.57936507939999,111.90277777799999
5898,larix,65.9464285714,119.69047619
5899,larix,59.226190476199996,127.311507936
5900,larix,64.2698412698,122.946428571
5901,larix,62.2658730159,105.236111111
5902,larix,57.0099206349,106.444444444
5903,larix,46.398809523800004,135.226190476
5904,larix,66.57738095239999,136.972222222
5905,larix,58.998015873,132.25595238100001
5906,larix,60.4206349206,116.13690476200001
5907,larix,53.0853174603,136.676587302
5908,larix,55.4246031746,117.095238095
5909,larix,61.3234126984,105.523809524
5910,larix,54.8253968254,137.331349206
5911,larix,60.6626984127,100.031746032
5912,larix,61.0734126984,106.646825397
5913,larix,62.1507936508,115.615079365
5914,larix,62.0416666667,119.708333333
5915,larix,61.5178571429,136.331349206
5916,larix,52.031746031800004,118.325396825
5917,larix,59.87103174600001,152.551587302
5918,larix,60.9603174603,111.845238095
5919,larix,68.0317460317,112.10714285700001
5920,larix,62.6626984127,114.240079365
5921,larix,60.873015873,99.0654761905
5922,larix,62.410714285699996,128.30952381
5923,larix,55.148809523800004,115.801587302
5924,larix,64.6666666667,105.678571429
5925,larix,65.2182539683,94.3849206349
5926,larix,67.2321428571,132.712301587
5927,larix,52.5416666667,118.51190476200001
5928,larix,63.1746031746,102.50198412700001
5929,larix,61.6924603175,99.5992063492
5930,larix,65.68452380949999,117.88293650799999
5931,larix,70.0932539683,114.446428571
5932,larix,56.9900793651,132.09920634899999
5933,larix,50.4742063492,143.47817460299999
5934,larix,60.8015873016,134.392857143
5935,larix,62.5257936508,118.03769841299999
5936,larix,52.0555555556,136.535714286
5937,larix,66.998015873,109.66468254
5938,larix,65.9900793651,120.805555556
5939,larix,52.5158730159,131.472222222
5940,larix,60.361111111099994,125.82738095200001
5941,larix,61.1448412698,106.430555556
5942,larix,59.5496031746,135.111111111
5943,larix,53.8095238095,129.305555556
5944,larix,62.898809523800004,146.16666666700002
5945,larix,54.5773809524,121.63690476200001
5946,larix,60.49603174600001,124.948412698
5947,larix,68.6091269841,102.420634921
5948,larix,63.0277777778,132.91468254
5949,larix,59.7777777778,127.85714285700001
5950,larix,66.628968254,133.811507936
5951,larix,61.6071428571,131.02182539700001
5952,larix,67.6587301587,107.353174603
5953,larix,61.4841269841,98.28373015870001
5954,larix,61.9345238095,128.02579365100001
5955,larix,67.0952380952,118.56746031700001
5956,larix,51.13095238100001,113.55952381
5957,larix,61.660714285699996,130.492063492
5958,larix,52.3472222222,123.24206349200001
5959,larix,66.9087301587,112.494047619
5960,larix,53.0297619048,114.31746031700001
5961,larix,59.4841269841,127.21230158700001
5962,larix,63.8928571429,119.78769841299999
5963,larix,63.591269841300004,96.1666666667
5964,larix,54.7400793651,124.509920635
5965,larix,65.93055555560001,98.19642857139999
5966,larix,53.0873015873,137.327380952
5967,larix,64.4801587302,100.801587302
5968,larix,66.7281746032,119.61309523799999
5969,larix,67.57936507939999,133.06349206299998
5970,larix,60.7222222222,141.311507936
5971,larix,56.966269841300004,134.089285714
5972,larix,55.1904761905,121.888888889
5973,larix,55.0376984127,112.71031746
5974,larix,58.543650793699996,107.069444444
5975,larix,52.303571428599994,113.775793651
5976,larix,59.5753968254,121.91468254
5977,larix,63.123015873,101.706349206
5978,larix,65.81944444439999,109.61706349200001
5979,larix,65.06349206350001,155.702380952
5980,larix,66.81547619050001,136.944444444
5981,larix,53.126984127,128.464285714
5982,larix,57.2420634921,129.515873016
5983,larix,63.3928571429,109.186507937
5984,larix,62.9722222222,93.7400793651
5985,larix,59.3154761905,135.178571429
5986,larix,67.6686507937,93.4166666667
5987,larix,62.353174603199996,127.484126984
5988,larix,65.001984127,136.18849206299998
5989,larix,53.9345238095,123.47222222200001
5990,larix,63.7222222222,105.424603175
5991,larix,68.0337301587,163.182539683
5992,larix,57.736111111099994,139.956349206
5993,larix,57.353174603199996,133.48015873
5994,larix,52.271825396800004,139.25198412700001
5995,larix,64.32936507939999,148.40079365100001
5996,larix,55.7896825397,110.98809523799999
5997,larix,58.3829365079,124.418650794
5998,larix,60.4166666667,123.64484127
5999,larix,62.4047619048,119.333333333
6000,larix,57.00396825399999,133.297619048
6001,larix,66.05952380949999,105.353174603
6002,larix,62.1666666667,134.097222222
6003,larix,65.69444444439999,90.5238095238
6004,larix,48.0575396825,121.718253968
6005,larix,56.3650793651,119.986111111
6006,larix,55.6746031746,121.055555556
6007,larix,62.4007936508,124.78968254
6008,larix,59.3234126984,107.825396825
6009,larix,63.696428571400006,90.2797619048
6010,larix,55.4305555556,116.25198412700001
6011,larix,51.964285714300004,118.833333333
6012,larix,64.0714285714,117.571428571
6013,larix,62.5277777778,117.906746032
6014,larix,59.4345238095,125.928571429
6015,larix,50.248015873,140.115079365
6016,larix,61.4841269841,108.08730158700001
6017,larix,59.1408730159,138.402777778
6018,larix,69.1111111111,113.299603175
6019,larix,51.7896825397,142.67063492100002
6020,larix,58.0932539683,134.160714286
6021,larix,50.6845238095,133.59920634899999
6022,larix,60.726190476199996,131.26984127
6023,larix,68.1527777778,105.696428571
6024,larix,60.1408730159,121.505952381
6025,larix,52.49603174600001,131.636904762
6026,larix,66.996031746,149.466269841
6027,larix,65.5753968254,111.708333333
6028,larix,62.9047619048,130.25198412700001
6029,larix,60.9265873016,100.23214285700001
6030,larix,67.5337301587,133.367063492
6031,larix,54.8849206349,106.259920635
6032,larix,64.0357142857,108.98214285700001
6033,larix,62.7678571429,95.40277777780001
6034,larix,53.668650793699996,129.902777778
6035,larix,64.2341269841,122.543650794
6036,larix,65.56944444439999,125.69246031700001
6037,larix,63.273809523800004,117.275793651
6038,larix,58.726190476199996,107.950396825
6039,larix,63.0694444444,103.08531746
6040,larix,55.8194444444,108.323412698
6041,larix,63.8293650794,111.974206349
6042,larix,56.8670634921,132.432539683
6043,larix,55.7023809524,120.009920635
6044,larix,57.2619047619,124.18253968299999
6045,larix,52.75595238100001,138.392857143
6046,larix,63.2003968254,109.265873016
6047,larix,51.8630952381,115.198412698
6048,larix,68.21230158729999,121.009920635
6049,larix,67.0238095238,106.12698412700001
6050,larix,65.3968253968,104.025793651
6051,larix,58.88095238100001,121.246031746
6052,larix,57.4801587302,130.817460317
6053,larix,54.603174603199996,125.279761905
6054,larix,60.4166666667,100.791666667
6055,larix,59.9345238095,149.412698413
6056,larix,68.43650793649999,107.176587302
6057,larix,67.46230158729999,119.779761905
6058,larix,65.6468253968,115.24206349200001
6059,larix,55.8055555556,132.533730159
6060,larix,62.0099206349,121.188492063
6061,larix,57.1051587302,138.35317460299999
6062,larix,61.3948412698,112.369047619
6063,larix,54.5674603175,114.56746031700001
6064,larix,67.32936507939999,117.62301587299999
6065,larix,59.25595238100001,132.03968254
6066,larix,64.29563492060001,110.811507937
6067,larix,61.8055555556,106.13293650799999
6068,larix,54.5456349206,118.720238095
6069,larix,63.8075396825,117.11706349200001
6070,larix,63.456349206400006,115.76190476200001
6071,larix,58.831349206400006,129.77182539700001
6072,larix,59.9603174603,126.904761905
6073,larix,62.9583333333,117.35714285700001
6074,larix,62.2123015873,123.259920635
6075,larix,51.31349206350001,137.37698412700001
6076,larix,49.7896825397,131.638888889
6077,larix,61.9841269841,118.765873016
6078,larix,53.976190476199996,122.380952381
6079,larix,59.81150793649999,119.759920635
6080,larix,64.8412698413,102.359126984
6081,larix,58.6369047619,133.17063492100002
6082,larix,61.5079365079,113.781746032
6083,larix,66.4503968254,93.3809523809
6084,larix,66.9920634921,133.194444444
6085,larix,58.2678571429,123.148809524
6086,larix,66.57936507939999,118.170634921
6087,larix,61.2698412698,117.54761904799999
6088,larix,53.341269841300004,116.88690476200001
6089,larix,53.553571428599994,128.529761905
6090,larix,53.7202380952,119.204365079
6091,larix,62.62103174600001,118.42261904799999
6092,larix,62.591269841300004,123.740079365
6093,larix,60.2658730159,121.21230158700001
6094,larix,60.8293650794,118.680555556
6095,larix,62.62103174600001,137.277777778
6096,larix,53.93650793649999,123.476190476
6097,larix,56.9900793651,132.035714286
6098,larix,54.0416666667,112.654761905
6099,larix,65.2103174603,122.134920635
6100,larix,63.8492063492,95.31150793649999
6101,larix,52.4742063492,122.436507936
6102,larix,54.103174603199996,115.069444444
6103,larix,53.68650793649999,113.12698412700001
6104,larix,49.3472222222,139.273809524
6105,larix,63.168650793699996,132.238095238
6106,larix,65.3075396825,91.72222222219999
6107,larix,59.62896825399999,107.236111111
6108,larix,59.418650793699996,115.535714286
6109,larix,52.9325396825,116.160714286
6110,larix,62.8373015873,108.61706349200001
6111,larix,65.7222222222,118.345238095
6112,larix,61.248015873,130.837301587
6113,larix,64.3948412698,126.331349206
6114,larix,59.783730158699996,134.803571429
6115,larix,63.0456349206,107.910714286
6116,larix,59.589285714300004,136.25
6117,larix,51.531746031800004,121.05952381
6118,larix,63.4583333333,147.767857143
6119,larix,62.6825396825,132.36904761899999
6120,larix,63.06349206350001,113.656746032
6121,larix,56.0496031746,130.351190476
6122,larix,65.8214285714,124.87698412700001
6123,larix,60.658730158699996,135.78968254
6124,larix,67.3035714286,118.734126984
6125,larix,67.1646825397,123.85515873
6126,larix,66.4801587302,111.255952381
6127,larix,64.4603174603,110.833333333
6128,larix,46.7222222222,137.06349206299998
6129,larix,55.2003968254,127.160714286
6130,larix,49.2956349206,138.92063492100002
6131,larix,68.4583333333,116.63690476200001
6132,larix,66.7996031746,148.912698413
6133,larix,55.18650793649999,126.045634921
6134,larix,62.123015873,135.45436507899998
6135,larix,59.646825396800004,119.94246031700001
6136,larix,64.871031746,108.521825397
6137,larix,61.4126984127,105.035714286
6138,larix,61.6646825397,102.109126984
6139,larix,62.2420634921,97.64285714290001
6140,larix,53.6051587302,123.839285714
6141,larix,56.4166666667,130.53968254
6142,larix,56.25595238100001,135.62301587299999
6143,larix,68.9821428571,124.101190476
6144,larix,64.0218253968,152.628968254
6145,larix,61.486111111099994,131.908730159
6146,larix,63.8353174603,95.3432539683
6147,larix,62.0476190476,110.444444444
6148,larix,63.5456349206,125.954365079
6149,larix,58.9880952381,127.64285714299999
6150,larix,55.6825396825,124.283730159
6151,larix,68.5734126984,115.158730159
6152,larix,63.9742063492,130.706349206
6153,larix,62.9880952381,121.224206349
6154,larix,62.5456349206,100.12301587299999
6155,larix,64.4940476191,92.7956349206
6156,larix,59.8829365079,127.60515873
6157,larix,56.9900793651,135.337301587
6158,larix,65.0535714286,105.188492063
6159,larix,54.5654761905,129.263888889
6160,larix,60.1448412698,112.32738095200001
6161,larix,62.4027777778,125.72222222200001
6162,larix,60.7182539683,101.611111111
6163,larix,51.7777777778,120.51190476200001
6164,larix,67.81547619050001,108.36309523799999
6165,larix,53.2023809524,133.827380952
6166,larix,67.1448412698,156.74404761899999
6167,larix,51.5992063492,131.859126984
6168,larix,57.1805555556,111.38293650799999
6169,larix,54.9246031746,125.48809523799999
6170,larix,53.5515873016,131.027777778
6171,larix,63.8015873016,148.924603175
6172,larix,60.5734126984,145.027777778
6173,larix,53.8373015873,135.075396825
6174,larix,64.6567460317,121.908730159
6175,larix,63.339285714300004,135.74404761899999
6176,larix,52.38095238100001,142.660714286
6177,larix,61.2916666667,125.99801587299999
6178,larix,62.4126984127,95.0555555556
6179,larix,56.0734126984,131.918650794
6180,larix,66.3888888889,110.424603175
6181,larix,63.410714285699996,143.535714286
6182,larix,62.6190476191,106.18452381
6183,larix,61.0753968254,126.158730159
6184,larix,61.06150793649999,130.20833333299998
6185,larix,53.9880952381,136.009920635
6186,larix,60.248015873,103.39484127
6187,larix,64.1448412698,106.924603175
6188,larix,59.5595238095,109.785714286
6189,larix,64.2242063492,113.90277777799999
6190,larix,71.05555555560001,98.9107142857
6191,larix,61.5099206349,138.759920635
6192,larix,59.56150793649999,136.196428571
6193,larix,65.7718253968,117.85515873
6194,larix,62.9444444444,103.986111111
6195,larix,62.6567460317,116.31547619
6196,larix,58.9166666667,118.325396825
6197,larix,60.0833333333,125.410714286
6198,larix,60.7321428571,142.617063492
6199,larix,57.043650793699996,125.503968254
6200,larix,54.9523809524,105.62698412700001
6201,larix,61.226190476199996,143.86904761899999
6202,larix,66.005952381,145.513888889
6203,larix,58.196428571400006,137.053571429
6204,larix,55.8551587302,127.06547619
6205,larix,58.263888888900006,128.464285714
6206,larix,59.3551587302,126.51785714299999
6207,larix,64.1130952381,166.00198412700001
6208,larix,58.5992063492,120.821428571
6209,larix,64.46230158729999,96.11706349209999
6210,larix,54.8154761905,125.793650794
6211,larix,60.9503968254,106.20238095200001
6212,larix,61.8492063492,101.079365079
6213,larix,61.771825396800004,134.200396825
6214,larix,60.9265873016,110.20238095200001
6215,larix,59.8234126984,107.18452381
6216,larix,68.0515873016,116.924603175
6217,larix,62.2579365079,118.430555556
6218,larix,62.62103174600001,116.811507936
6219,larix,50.9007936508,131.234126984
6220,larix,59.5734126984,141.902777778
6221,larix,61.138888888900006,118.091269841
6222,larix,54.1170634921,118.081349206
6223,larix,51.4623015873,131.317460317
6224,larix,65.9642857143,116.174603175
6225,larix,56.2976190476,118.36309523799999
6226,larix,64.628968254,105.71230158700001
6227,larix,60.0257936508,106.438492063
6228,larix,61.2083333333,114.811507937
6229,larix,52.3571428571,127.561507936
6230,larix,61.446428571400006,112.686507937
6231,larix,65.06547619050001,148.351190476
6232,larix,65.0734126984,155.607142857
6233,larix,61.0396825397,97.19642857139999
6234,larix,58.978174603199996,138.607142857
6235,larix,65.07936507939999,91.5218253968
6236,larix,67.3511904762,104.09722222200001
6237,larix,62.263888888900006,128.783730159
6238,larix,60.1190476191,113.226190476
6239,larix,60.1150793651,130.948412698
6240,larix,68.2837301587,108.583333333
6241,larix,68.0734126984,106.01984127
6242,larix,61.0376984127,113.553571429
6243,larix,50.0555555556,134.297619048
6244,larix,52.5932539683,126.76785714299999
6245,larix,61.946428571400006,115.426587302
6246,larix,68.0218253968,113.503968254
6247,larix,67.32936507939999,122.275793651
6248,larix,52.0416666667,122.51190476200001
6249,larix,51.678571428599994,124.609126984
6250,larix,63.9404761905,130.87698412700001
6251,larix,51.4682539683,122.696428571
6252,larix,55.5734126984,118.654761905
6253,larix,63.446428571400006,129.805555556
6254,larix,52.4007936508,130.392857143
6255,larix,61.3492063492,124.283730159
6256,larix,59.1726190476,121.561507936
6257,larix,50.8869047619,134.587301587
6258,larix,68.251984127,91.0992063492
6259,larix,60.263888888900006,149.051587302
6260,larix,60.4166666667,133.486111111
6261,larix,63.8908730159,107.103174603
6262,larix,54.75396825399999,105.825396825
6263,larix,63.408730158699996,138.140873016
6264,larix,49.8075396825,110.66269841299999
6265,larix,63.3829365079,112.28968254
6266,larix,64.0932539683,110.41269841299999
6267,larix,62.625,103.946428571
6268,larix,60.7757936508,136.65079365100001
6269,larix,55.736111111099994,121.049603175
6270,larix,57.660714285699996,132.496031746
6271,larix,52.7896825397,127.430555556
6272,larix,52.8174603175,138.74801587299999
6273,larix,56.4126984127,109.14484127
6274,larix,66.7797619048,115.27777777799999
6275,larix,52.4543650794,137.285714286
6276,larix,60.3829365079,144.783730159
6277,larix,58.4206349206,125.13293650799999
6278,larix,52.2083333333,126.571428571
6279,larix,64.42063492060001,138.81547619
6280,larix,50.1428571429,122.73214285700001
6281,larix,68.1924603175,115.884920635
6282,larix,62.716269841300004,121.704365079
6283,larix,62.50595238100001,113.900793651
6284,larix,53.0396825397,122.773809524
6285,larix,57.7440476191,130.446428571
6286,larix,60.3630952381,115.698412698
6287,larix,52.2003968254,124.158730159
6288,larix,49.408730158699996,138.918650794
6289,larix,56.2896825397,116.724206349
6290,larix,50.81349206350001,139.577380952
6291,larix,65.3908730159,154.283730159
6292,larix,60.25,145.85317460299999
6293,larix,62.589285714300004,119.64285714299999
6294,larix,61.271825396800004,102.416666667
6295,larix,64.1924603175,103.95238095200001
6296,larix,64.8968253968,110.089285714
6297,larix,51.8015873016,127.26190476200001
6298,larix,63.910714285699996,102.214285714
6299,larix,63.0853174603,90.0515873016
6300,larix,58.8690476191,133.93452381
6301,larix,67.5099206349,116.01984127
6302,larix,54.125,134.85515873
6303,larix,50.0575396825,112.61309523799999
6304,larix,52.74603174600001,133.42063492100002
6305,larix,63.9880952381,101.160714286
6306,larix,66.0734126984,122.62301587299999
6307,larix,50.281746031800004,135.259920635
6308,larix,66.6190476191,106.785714286
6309,larix,61.00396825399999,151.113095238
6310,larix,61.001984127,147.25595238100001
6311,larix,58.3273809524,106.714285714
6312,larix,59.125,110.575396825
6313,larix,63.023809523800004,123.281746032
6314,larix,63.9047619048,103.005952381
6315,larix,50.339285714300004,110.871031746
6316,larix,63.3432539683,142.242063492
6317,larix,60.1547619048,135.44047619
6318,larix,63.6170634921,151.323412698
6319,larix,59.1150793651,134.28968254
6320,larix,49.9841269841,112.121031746
6321,larix,54.1170634921,113.85714285700001
6322,larix,52.478174603199996,118.994047619
6323,larix,61.7003968254,153.569444444
6324,larix,60.8472222222,120.226190476
6325,larix,63.3293650794,154.160714286
6326,larix,64.2579365079,115.12698412700001
6327,larix,63.013888888900006,150.325396825
6328,larix,62.2380952381,99.9861111111
6329,larix,61.9226190476,134.988095238
6330,larix,53.37103174600001,114.18452381
6331,larix,57.9206349206,125.02777777799999
6332,larix,53.896825396800004,136.472222222
6333,larix,64.29761904760001,100.174603175
6334,larix,59.3630952381,110.14285714299999
6335,larix,51.5416666667,113.170634921
6336,larix,63.9007936508,114.178571429
6337,larix,55.1845238095,107.954365079
6338,larix,51.5515873016,126.150793651
6339,larix,52.2202380952,111.045634921
6340,larix,59.8293650794,144.331349206
6341,larix,63.0952380952,113.343253968
6342,larix,50.68849206350001,130.33333333299998
6343,larix,54.1091269841,107.101190476
6344,larix,66.6468253968,112.66269841299999
6345,larix,57.1329365079,128.46031746
6346,larix,61.0119047619,140.52579365100001
6347,larix,60.146825396800004,129.827380952
6348,larix,66.0813492064,150.682539683
6349,larix,62.18849206350001,133.54563492100002
6350,larix,57.7103174603,127.12301587299999
6351,larix,54.9523809524,117.03769841299999
6352,larix,66.8353174603,134.40079365100001
6353,larix,52.6726190476,115.55952381
6354,larix,54.7698412698,105.783730159
6355,larix,61.5297619048,109.194444444
6356,larix,67.43849206350001,117.323412698
6357,larix,65.4464285714,116.150793651
6358,larix,64.8492063492,94.6924603175
6359,larix,59.9623015873,140.12301587299999
6360,larix,62.3591269841,132.70436507899998
6361,larix,53.091269841300004,138.615079365
6362,larix,64.3472222222,155.226190476
6363,larix,65.7083333333,106.628968254
6364,larix,61.658730158699996,129.160714286
6365,larix,54.1924603175,127.003968254
6366,larix,52.464285714300004,131.593253968
6367,larix,60.6051587302,117.708333333
6368,larix,59.0853174603,125.069444444
6369,larix,52.8353174603,120.293650794
6370,larix,51.1805555556,120.720238095
6371,larix,52.623015873,111.783730159
6372,larix,62.2896825397,101.246031746
6373,larix,64.17261904760001,90.1944444444
6374,larix,67.3333333333,142.85515873
6375,larix,59.6448412698,139.12301587299999
6376,larix,65.3333333333,134.378968254
6377,larix,64.6964285714,115.964285714
6378,larix,65.7202380952,154.61904761899999
6379,larix,58.0099206349,124.799603175
6380,larix,50.853174603199996,133.017857143
6381,larix,63.648809523800004,123.89484127
6382,larix,60.0674603175,145.823412698
6383,larix,52.4702380952,112.98015873
6384,larix,66.8472222222,118.619047619
6385,larix,63.398809523800004,121.12698412700001
6386,larix,68.6488095238,105.678571429
6387,larix,62.1547619048,99.1765873016
6388,larix,63.9027777778,154.186507936
6389,larix,62.053571428599994,138.857142857
6390,larix,61.5416666667,134.071428571
6391,larix,61.0654761905,122.055555556
6392,larix,64.94047619050001,101.468253968
6393,larix,55.7956349206,128.65079365100001
6394,larix,59.043650793699996,109.486111111
6395,larix,61.25595238100001,117.02777777799999
6396,larix,51.6547619048,132.388888889
6397,larix,52.1170634921,132.25
6398,larix,65.06944444439999,102.86706349200001
6399,larix,54.62896825399999,122.200396825
6400,larix,60.0734126984,110.80753968299999
6401,larix,60.283730158699996,104.305555556
6402,larix,61.8253968254,135.180555556
6403,larix,60.0515873016,132.367063492
6404,larix,60.8273809524,139.013888889
6405,larix,53.8908730159,118.73015873
6406,larix,49.6091269841,111.13690476200001
6407,larix,63.771825396800004,127.611111111
6408,larix,61.5575396825,104.486111111
6409,larix,63.5833333333,127.91269841299999
6410,larix,70.45436507939999,94.9166666667
6411,larix,64.31547619050001,142.96031746
6412,larix,53.964285714300004,115.50793650799999
6413,larix,58.37103174600001,126.946428571
6414,larix,67.94444444439999,102.720238095
6415,larix,59.1329365079,126.541666667
6416,larix,60.8353174603,127.839285714
6417,larix,61.6071428571,107.658730159
6418,larix,62.8055555556,107.910714286
6419,larix,67.0119047619,133.797619048
6420,larix,56.4345238095,107.910714286
6421,larix,67.003968254,111.728174603
6422,larix,58.9503968254,123.950396825
6423,larix,61.928571428599994,109.813492063
6424,larix,60.4206349206,118.553571429
6425,larix,51.906746031800004,132.305555556
6426,larix,63.498015873,119.003968254
6427,larix,67.1964285714,107.908730159
6428,larix,59.0952380952,130.418650794
6429,larix,63.0376984127,100.06547619
6430,larix,58.18650793649999,134.341269841
6431,larix,66.7242063492,102.726190476
6432,larix,57.7658730159,124.115079365
6433,larix,66.8928571429,121.765873016
6434,larix,56.271825396800004,130.75
6435,larix,59.3948412698,145.061507936
6436,larix,60.001984127,128.25198412700001
6437,larix,56.00595238100001,133.194444444
6438,larix,62.9007936508,104.98015873
6439,larix,57.3015873016,130.22420634899999
6440,larix,61.1170634921,116.166666667
6441,larix,67.3472222222,108.23809523799999
6442,larix,63.3234126984,140.984126984
6443,larix,52.25595238100001,123.456349206
6444,larix,56.4007936508,135.557539683
6445,larix,61.38095238100001,123.26785714299999
6446,larix,64.45436507939999,100.206349206
6447,larix,60.43849206350001,109.98809523799999
6448,larix,57.351190476199996,112.069444444
6449,larix,59.678571428599994,138.86904761899999
6450,larix,59.7757936508,161.49404761899999
6451,larix,54.2182539683,134.357142857
6452,larix,59.2698412698,161.220238095
6453,larix,66.8392857143,107.08531746
6454,larix,59.5198412698,127.204365079
6455,larix,61.4503968254,119.72222222200001
6456,larix,63.5158730159,117.349206349
6457,larix,66.8313492064,113.025793651
6458,larix,61.035714285699996,145.363095238
6459,larix,57.625,128.857142857
6460,larix,56.138888888900006,128.55952381
6461,larix,57.7400793651,110.986111111
6462,larix,67.54761904760001,101.553571429
6463,larix,60.4920634921,131.047619048
6464,larix,62.6051587302,123.82738095200001
6465,larix,58.6369047619,133.76984127
6466,larix,66.6428571429,115.74801587299999
6467,larix,55.3194444445,107.446428571
6468,larix,66.9087301587,148.946428571
6469,larix,62.851190476199996,103.55753968299999
6470,larix,64.3611111111,119.609126984
6471,larix,54.3174603175,124.061507936
6472,larix,55.0932539683,117.099206349
6473,larix,52.9424603175,137.64682539700001
6474,larix,66.5892857143,113.638888889
6475,larix,61.37896825399999,154.742063492
6476,larix,56.5515873016,112.140873016
6477,larix,65.621031746,132.625
6478,larix,53.1408730159,132.24404761899999
6479,larix,67.3234126984,118.079365079
6480,larix,56.125,131.24801587299999
6481,larix,59.964285714300004,133.936507936
6482,larix,53.9166666667,118.54761904799999
6483,larix,61.25595238100001,99.5595238095
6484,larix,50.101190476199996,112.28769841299999
6485,larix,61.285714285699996,104.92261904799999
6486,larix,60.081349206400006,154.121031746
6487,larix,61.2876984127,126.345238095
6488,larix,68.125,90.17261904760001
6489,larix,64.5099206349,121.829365079
6490,larix,55.5694444444,119.46230158700001
6491,larix,58.5734126984,131.242063492
6492,larix,61.851190476199996,105.533730159
6493,larix,61.7797619048,123.253968254
6494,larix,51.341269841300004,131.29166666700002
6495,larix,58.0575396825,126.799603175
6496,larix,59.0853174603,133.97817460299999
6497,larix,57.43849206350001,105.599206349
6498,larix,62.1626984127,123.930555556
6499,larix,61.9603174603,127.31746031700001
6500,larix,62.446428571400006,98.4801587302
6501,larix,58.5595238095,126.70238095200001
6502,larix,61.7341269841,120.946428571
6503,larix,60.408730158699996,121.14285714299999
6504,larix,53.8015873016,122.595238095
6505,larix,60.5674603175,147.712301587
6506,larix,66.5337301587,112.02777777799999
6507,larix,53.2579365079,120.926587302
6508,larix,46.736111111099994,134.58531746
6509,larix,60.648809523800004,124.015873016
6510,larix,65.6111111111,114.561507937
6511,larix,68.20238095239999,103.168650794
6512,larix,60.3869047619,117.009920635
6513,larix,62.0992063492,135.307539683
6514,larix,59.0674603175,151.924603175
6515,larix,62.0515873016,110.906746032
6516,larix,53.2103174603,125.5
6517,larix,65.8412698413,118.05952381
6518,larix,58.5793650794,138.095238095
6519,larix,65.9424603175,114.55952381
6520,larix,54.1408730159,132.317460317
6521,larix,66.42261904760001,116.88293650799999
6522,larix,61.24603174600001,106.15277777799999
6523,larix,61.168650793699996,115.351190476
6524,larix,50.476190476199996,110.740079365
6525,larix,55.1527777778,122.936507936
6526,larix,68.1051587302,109.148809524
6527,larix,65.6666666667,124.125
6528,larix,60.2797619048,112.51785714299999
6529,larix,65.7202380952,100.86309523799999
6530,larix,64.5535714286,151.884920635
6531,larix,62.13095238100001,96.5793650794
6532,larix,65.8035714286,123.640873016
6533,larix,66.4563492064,116.561507936
6534,larix,57.4226190476,124.630952381
6535,larix,56.2420634921,129.009920635
6536,larix,63.646825396800004,111.476190476
6537,larix,57.6170634921,123.688492063
6538,larix,63.2083333333,131.152777778
