,latitude,longitude,species,source
2157,54.50595238100001,122.273809524,larix,
2158,67.5734126984,110.841269841,larix,
2159,64.005952381,120.849206349,larix,
2160,60.3472222222,119.573412698,larix,
2161,59.18849206350001,133.680555556,larix,
2162,61.8075396825,135.557539683,larix,
2163,56.206349206400006,126.03769841299999,larix,
2164,51.8015873016,118.759920635,larix,
2165,52.5416666667,118.80952381,larix,
2166,63.9027777778,93.2857142857,larix,
2167,67.44444444439999,111.946428571,larix,
2168,65.9285714286,151.581349206,larix,
2169,61.8194444444,99.96626984129999,larix,
2170,63.8551587302,94.6369047619,larix,
2171,59.7341269841,148.93849206299998,larix,
2172,53.3908730159,120.700396825,larix,
2173,51.1904761905,134.936507936,larix,
2174,63.50396825399999,110.291666667,larix,
2175,64.44444444439999,112.255952381,larix,
2176,60.7876984127,118.78968254,larix,
2177,62.625,91.34126984129999,larix,
2178,68.126984127,122.900793651,larix,
2179,57.63095238100001,133.406746032,larix,
2180,54.6369047619,115.38690476200001,larix,
2181,63.6567460317,117.865079365,larix,
2182,57.6448412698,111.503968254,larix,
2183,57.111111111099994,133.424603175,larix,
2184,52.1984126984,126.05753968299999,larix,
2185,61.1706349206,115.150793651,larix,
2186,61.783730158699996,148.109126984,larix,
2187,61.013888888900006,136.547619048,larix,
2188,52.31150793649999,137.773809524,larix,
2189,52.168650793699996,120.051587302,larix,
2190,62.4523809524,99.8849206349,larix,
2191,66.4781746032,135.74801587299999,larix,
2192,67.3432539683,115.718253968,larix,
2193,63.4583333333,124.176587302,larix,
2194,59.5694444444,138.402777778,larix,
2195,60.3551587302,133.79563492100002,larix,
2196,67.17261904760001,106.180555556,larix,
2197,62.678571428599994,122.799603175,larix,
2198,67.5753968254,132.240079365,larix,
2199,61.0853174603,132.216269841,larix,
2200,66.2222222222,119.91269841299999,larix,
2201,68.8611111111,118.916666667,larix,
2202,61.7916666667,134.656746032,larix,
2203,51.0119047619,111.825396825,larix,
2204,61.3273809524,110.180555556,larix,
2205,58.638888888900006,129.325396825,larix,
2206,68.0853174603,113.168650794,larix,
2207,59.38095238100001,131.25198412700001,larix,
2208,63.4702380952,94.0218253968,larix,
2209,56.2341269841,123.94047619,larix,
2210,57.7023809524,133.069444444,larix,
2211,67.19444444439999,121.49801587299999,larix,
2212,62.535714285699996,124.053571429,larix,
2213,62.6527777778,109.053571429,larix,
2214,63.0099206349,106.545634921,larix,
2215,64.130952381,94.3333333333,larix,
2216,67.7678571429,106.14484127,larix,
2217,60.918650793699996,120.35714285700001,larix,
2218,65.81944444439999,115.23809523799999,larix,
2219,65.93452380949999,103.678571429,larix,
2220,62.8630952381,121.150793651,larix,
2221,65.0158730159,111.94246031700001,larix,
2222,58.928571428599994,105.666666667,larix,
2223,67.0674603175,106.013888889,larix,
2224,58.9047619048,140.456349206,larix,
2225,50.93849206350001,122.486111111,larix,
2226,69.6428571429,117.603174603,larix,
2227,67.3650793651,118.26190476200001,larix,
2228,55.146825396800004,116.76190476200001,larix,
2229,63.81150793649999,124.486111111,larix,
2230,65.0178571429,153.970238095,larix,
2231,60.910714285699996,121.180555556,larix,
2232,63.1706349206,97.39285714290001,larix,
2233,60.160714285699996,139.087301587,larix,
2234,59.5952380952,103.976190476,larix,
2235,61.281746031800004,143.763888889,larix,
2236,64.371031746,113.603174603,larix,
2237,63.168650793699996,117.27777777799999,larix,
2238,49.7698412698,133.821428571,larix,
2239,55.841269841300004,128.732142857,larix,
2240,53.648809523800004,122.390873016,larix,
2241,57.3849206349,134.621031746,larix,
2242,63.853174603199996,99.8174603175,larix,
2243,57.273809523800004,128.47420634899999,larix,
2244,55.998015873,109.37301587299999,larix,
2245,52.5555555556,120.680555556,larix,
2246,61.5515873016,112.27777777799999,larix,
2247,62.678571428599994,124.089285714,larix,
2248,57.9603174603,124.91468254,larix,
2249,67.1091269841,107.023809524,larix,
2250,67.42063492060001,115.035714286,larix,
2251,59.4226190476,124.505952381,larix,
2252,53.2976190476,142.031746032,larix,
2253,54.998015873,122.23809523799999,larix,
2254,57.476190476199996,134.561507936,larix,
2255,60.4265873016,127.920634921,larix,
2256,54.75,114.128968254,larix,
2257,64.2103174603,107.200396825,larix,
2258,67.5992063492,124.543650794,larix,
2259,61.206349206400006,116.43253968299999,larix,
2260,55.6646825397,125.755952381,larix,
2261,54.3670634921,106.83730158700001,larix,
2262,57.7579365079,104.34722222200001,larix,
2263,61.7043650794,103.589285714,larix,
2264,68.5357142857,116.53968254,larix,
2265,53.4305555556,119.21031746,larix,
2266,55.206349206400006,118.98214285700001,larix,
2267,66.9563492064,150.488095238,larix,
2268,66.4107142857,131.571428571,larix,
2269,54.351190476199996,120.140873016,larix,
2270,59.9503968254,131.56349206299998,larix,
2271,65.6190476191,158.087301587,larix,
2272,49.6190476191,132.863095238,larix,
2273,54.966269841300004,115.66269841299999,larix,
2274,63.1051587302,127.27777777799999,larix,
2275,55.87103174600001,117.525793651,larix,
2276,52.793650793699996,142.09920634899999,larix,
2277,56.728174603199996,110.24206349200001,larix,
2278,57.2916666667,121.66269841299999,larix,
2279,58.543650793699996,124.069444444,larix,
2280,54.6507936508,132.77182539700001,larix,
2281,51.5198412698,136.825396825,larix,
2282,65.75,127.660714286,larix,
2283,62.9841269841,123.045634921,larix,
2284,55.6051587302,120.329365079,larix,
2285,59.00595238100001,133.922619048,larix,
2286,63.5119047619,109.301587302,larix,
2287,68.1011904762,105.390873016,larix,
2288,62.93849206350001,135.63095238100001,larix,
2289,59.285714285699996,136.841269841,larix,
2290,67.2797619048,92.2956349206,larix,
2291,62.31150793649999,112.720238095,larix,
2292,66.6170634921,120.833333333,larix,
2293,61.9801587302,111.496031746,larix,
2294,48.763888888900006,138.742063492,larix,
2295,60.75,119.593253968,larix,
2296,56.898809523800004,129.470238095,larix,
2297,50.8571428571,139.537698413,larix,
2298,58.9920634921,136.62698412700001,larix,
2299,67.1091269841,162.115079365,larix,
2300,61.353174603199996,112.46031746,larix,
2301,60.68650793649999,132.25198412700001,larix,
2302,61.841269841300004,113.72222222200001,larix,
2303,61.5416666667,113.02777777799999,larix,
2304,62.4484126984,106.06547619,larix,
2305,58.910714285699996,107.24801587299999,larix,
2306,62.6706349206,118.474206349,larix,
2307,66.66269841270001,121.416666667,larix,
2308,56.56150793649999,115.206349206,larix,
2309,63.8928571429,91.1706349206,larix,
2310,66.81944444439999,119.438492063,larix,
2311,67.2698412698,146.831349206,larix,
2312,64.6071428571,147.555555556,larix,
2313,40.0496031746,126.55952381,larix,
2314,52.8333333333,142.43452381,larix,
2315,58.8690476191,129.218253968,larix,
2316,61.5277777778,123.156746032,larix,
2317,54.2341269841,120.490079365,larix,
2318,59.7400793651,126.17261904799999,larix,
2319,63.4007936508,108.736111111,larix,
2320,55.831349206400006,120.986111111,larix,
2321,52.1349206349,125.93253968299999,larix,
2322,46.0119047619,135.970238095,larix,
2323,66.2599206349,110.76984127,larix,
2324,54.4305555556,120.236111111,larix,
2325,60.2956349206,120.670634921,larix,
2326,57.5376984127,132.398809524,larix,
2327,64.56349206350001,105.198412698,larix,
2328,56.876984127,122.146825397,larix,
2329,49.9722222222,132.303571429,larix,
2330,54.839285714300004,119.418650794,larix,
2331,61.8908730159,125.531746032,larix,
2332,57.1527777778,128.797619048,larix,
2333,64.7797619048,97.1309523809,larix,
2334,53.8432539683,111.47222222200001,larix,
2335,67.8472222222,124.00198412700001,larix,
2336,50.964285714300004,120.593253968,larix,
2337,52.6369047619,112.62301587299999,larix,
2338,52.8194444445,136.02182539700001,larix,
2339,59.5396825397,106.04761904799999,larix,
2340,63.81150793649999,105.63293650799999,larix,
2341,63.2123015873,152.924603175,larix,
2342,61.1190476191,141.341269841,larix,
2343,46.906746031800004,135.912698413,larix,
2344,67.0535714286,123.15277777799999,larix,
2345,67.5099206349,131.561507936,larix,
2346,64.3174603175,99.63293650790001,larix,
2347,59.398809523800004,137.091269841,larix,
2348,60.3253968254,107.003968254,larix,
2349,52.74603174600001,114.926587302,larix,
2350,53.7043650794,125.85515873,larix,
2351,50.9325396825,133.992063492,larix,
2352,65.4503968254,120.099206349,larix,
2353,61.803571428599994,139.886904762,larix,
2354,60.2043650794,137.220238095,larix,
2355,66.1190476191,148.732142857,larix,
2356,59.63095238100001,104.226190476,larix,
2357,41.9365079365,128.43849206299998,larix,
2358,58.6428571429,130.674603175,larix,
2359,68.03769841270001,112.305555556,larix,
2360,61.2996031746,147.83531746,larix,
2361,61.1726190476,150.636904762,larix,
2362,57.373015873,108.819444444,larix,
2363,61.986111111099994,121.166666667,larix,
2364,61.418650793699996,136.811507936,larix,
2365,60.1706349206,104.359126984,larix,
2366,54.3333333333,115.759920635,larix,
2367,67.8869047619,122.740079365,larix,
2368,52.2321428571,123.45238095200001,larix,
2369,62.3829365079,117.696428571,larix,
2370,62.726190476199996,123.146825397,larix,
2371,58.43650793649999,119.19246031700001,larix,
2372,61.9940476191,108.055555556,larix,
2373,57.5932539683,135.926587302,larix,
2374,54.8869047619,106.724206349,larix,
2375,59.341269841300004,129.25595238100001,larix,
2376,63.146825396800004,123.253968254,larix,
2377,64.9861111111,119.79761904799999,larix,
2378,51.839285714300004,128.095238095,larix,
2379,63.5297619048,141.611111111,larix,
2380,63.771825396800004,121.686507936,larix,
2381,61.63095238100001,130.946428571,larix,
2382,61.908730158699996,102.101190476,larix,
2383,65.4900793651,113.88690476200001,larix,
2384,57.283730158699996,128.24404761899999,larix,
2385,62.783730158699996,105.765873016,larix,
2386,65.0337301587,125.69047619,larix,
2387,59.976190476199996,140.84920634899999,larix,
2388,55.9246031746,110.51785714299999,larix,
2389,63.4523809524,113.755952381,larix,
2390,54.6150793651,124.236111111,larix,
2391,59.3948412698,128.496031746,larix,
2392,60.501984127,110.533730159,larix,
2393,63.5753968254,145.398809524,larix,
2394,61.3630952381,124.59722222200001,larix,
2395,68.3214285714,133.60317460299999,larix,
2396,50.7678571429,112.33531746,larix,
2397,60.283730158699996,110.33730158700001,larix,
2398,67.4722222222,112.48809523799999,larix,
2399,62.4325396825,102.72222222200001,larix,
2400,55.486111111099994,122.990079365,larix,
2401,61.8630952381,123.20238095200001,larix,
2402,64.1428571429,116.075396825,larix,
2403,67.4682539683,150.049603175,larix,
2404,61.0595238095,134.043650794,larix,
2405,61.6924603175,134.240079365,larix,
2406,66.6468253968,134.142857143,larix,
2407,54.1527777778,123.91468254,larix,
2408,65.0138888889,116.503968254,larix,
2409,60.5376984127,123.299603175,larix,
2410,65.5,113.545634921,larix,
2411,49.6130952381,111.013888889,larix,
2412,59.8194444444,116.956349206,larix,
2413,53.803571428599994,117.228174603,larix,
2414,68.253968254,120.150793651,larix,
2415,66.7380952381,104.88293650799999,larix,
2416,53.6190476191,140.331349206,larix,
2417,69.5892857143,124.295634921,larix,
2418,58.053571428599994,121.41269841299999,larix,
2419,62.4722222222,121.553571429,larix,
2420,55.9325396825,123.043650794,larix,
2421,63.3075396825,105.666666667,larix,
2422,57.5376984127,137.337301587,larix,
2423,61.3432539683,118.31746031700001,larix,
2424,67.125,136.18849206299998,larix,
2425,67.9761904762,108.62698412700001,larix,
2426,51.4742063492,133.156746032,larix,
2427,55.6507936508,121.196428571,larix,
2428,61.7043650794,105.83531746,larix,
2429,66.82936507939999,133.009920635,larix,
2430,52.5952380952,131.656746032,larix,
2431,62.2083333333,136.686507936,larix,
2432,62.63095238100001,103.37301587299999,larix,
2433,56.1706349206,133.392857143,larix,
2434,67.7162698413,111.505952381,larix,
2435,71.81944444439999,101.436507937,larix,
2436,55.9742063492,110.009920635,larix,
2437,67.1150793651,106.396825397,larix,
2438,50.5595238095,133.007936508,larix,
2439,52.986111111099994,125.055555556,larix,
2440,52.2182539683,123.083333333,larix,
2441,52.178571428599994,114.16269841299999,larix,
2442,55.7599206349,115.819444444,larix,
2443,66.2361111111,116.128968254,larix,
2444,59.2043650794,130.593253968,larix,
2445,57.9940476191,135.658730159,larix,
2446,67.5,114.994047619,larix,
2447,60.9444444444,101.976190476,larix,
2448,64.5,97.0892857143,larix,
2449,59.7043650794,130.557539683,larix,
2450,46.56349206350001,137.390873016,larix,
2451,52.87103174600001,119.954365079,larix,
2452,67.0257936508,151.061507936,larix,
2453,58.7896825397,130.05952381,larix,
2454,67.7380952381,135.281746032,larix,
2455,53.3690476191,112.744047619,larix,
2456,53.0297619048,132.43452381,larix,
2457,55.4126984127,121.103174603,larix,
2458,67.9880952381,109.648809524,larix,
2459,52.658730158699996,110.813492063,larix,
2460,55.3829365079,127.698412698,larix,
2461,62.283730158699996,107.474206349,larix,
2462,61.6329365079,135.16666666700002,larix,
2463,59.9226190476,127.94047619,larix,
2464,48.7103174603,130.837301587,larix,
2465,55.0753968254,133.52579365100001,larix,
2466,62.12896825399999,98.9861111111,larix,
2467,65.44444444439999,112.345238095,larix,
2468,59.888888888900006,119.311507936,larix,
2469,60.228174603199996,124.52777777799999,larix,
2470,62.5496031746,97.628968254,larix,
2471,63.6904761905,110.75198412700001,larix,
2472,67.0952380952,134.85515873,larix,
2473,60.2440476191,121.458333333,larix,
2474,60.873015873,137.674603175,larix,
2475,66.878968254,151.446428571,larix,
2476,61.62896825399999,113.009920635,larix,
2477,58.62896825399999,125.14484127,larix,
2478,61.8293650794,123.23809523799999,larix,
2479,54.5555555556,131.08333333299998,larix,
2480,52.00595238100001,137.180555556,larix,
2481,65.94047619050001,105.119047619,larix,
2482,61.8015873016,107.83730158700001,larix,
2483,62.3234126984,104.13690476200001,larix,
2484,65.2063492064,119.96230158700001,larix,
2485,52.2083333333,124.41269841299999,larix,
2486,59.8670634921,126.85714285700001,larix,
2487,53.206349206400006,139.41468254,larix,
2488,64.2400793651,118.045634921,larix,
2489,63.2202380952,106.93452381,larix,
2490,60.2301587302,126.14484127,larix,
2491,66.42063492060001,132.069444444,larix,
2492,55.25396825399999,117.43253968299999,larix,
2493,54.5,123.329365079,larix,
2494,65.7896825397,132.121031746,larix,
2495,56.376984127,121.589285714,larix,
2496,55.4742063492,109.115079365,larix,
2497,61.013888888900006,122.490079365,larix,
2498,51.523809523800004,118.819444444,larix,
2499,65.2718253968,120.17261904799999,larix,
2500,64.45436507939999,123.628968254,larix,
2501,64.9662698413,114.18452381,larix,
2502,51.263888888900006,109.87301587299999,larix,
2503,67.20436507939999,115.01785714299999,larix,
2504,58.8293650794,124.76190476200001,larix,
2505,52.351190476199996,126.944444444,larix,
2506,67.7361111111,162.101190476,larix,
2507,67.3472222222,100.724206349,larix,
2508,66.6547619048,112.625,larix,
2509,53.0674603175,121.726190476,larix,
2510,60.7380952381,124.285714286,larix,
2511,68.5833333333,116.16269841299999,larix,
2512,60.4940476191,121.503968254,larix,
2513,65.67063492060001,153.78968254,larix,
2514,63.0277777778,119.486111111,larix,
2515,51.1170634921,119.888888889,larix,
2516,69.05555555560001,115.843253968,larix,
2517,58.1944444444,137.426587302,larix,
2518,65.6507936508,155.888888889,larix,
2519,58.4880952381,129.27182539700001,larix,
2520,57.1130952381,124.60515873,larix,
2521,53.6150793651,127.06547619,larix,
2522,61.406746031800004,131.837301587,larix,
2523,56.7777777778,160.64682539700001,larix,
2524,62.3373015873,98.34722222219999,larix,
2525,63.7103174603,118.831349206,larix,
2526,61.7440476191,120.25793650799999,larix,
2527,62.6845238095,113.29761904799999,larix,
2528,62.3472222222,104.220238095,larix,
2529,63.5555555556,112.11706349200001,larix,
2530,53.0158730159,116.38690476200001,larix,
2531,62.0972222222,134.761904762,larix,
2532,63.8869047619,121.03769841299999,larix,
2533,64.0734126984,117.345238095,larix,
2534,59.5992063492,117.218253968,larix,
2535,65.82738095239999,132.628968254,larix,
2536,60.4742063492,139.52579365100001,larix,
2537,58.464285714300004,135.902777778,larix,
2538,63.533730158699996,98.1607142857,larix,
2539,62.7400793651,129.470238095,larix,
2540,51.638888888900006,132.476190476,larix,
2541,49.706349206400006,110.670634921,larix,
2542,66.9503968254,132.638888889,larix,
2543,50.535714285699996,132.218253968,larix,
2544,62.8571428571,98.7658730159,larix,
2545,57.353174603199996,106.48015873,larix,
2546,59.478174603199996,116.670634921,larix,
2547,51.5257936508,124.803571429,larix,
2548,65.6071428571,124.31547619,larix,
2549,61.8829365079,130.075396825,larix,
2550,61.5416666667,135.634920635,larix,
2551,61.581349206400006,122.944444444,larix,
2552,52.50396825399999,117.555555556,larix,
2553,63.418650793699996,96.9543650794,larix,
2554,66.7996031746,154.404761905,larix,
2555,64.5079365079,97.54761904760001,larix,
2556,66.3690476191,112.82738095200001,larix,
2557,63.271825396800004,100.91269841299999,larix,
2558,67.44047619050001,158.418650794,larix,
2559,60.5297619048,121.61706349200001,larix,
2560,58.5119047619,129.625,larix,
2561,61.2976190476,118.430555556,larix,
2562,58.6924603175,115.964285714,larix,
2563,53.625,117.263888889,larix,
2564,64.4940476191,117.579365079,larix,
2565,53.5932539683,142.799603175,larix,
2566,63.4742063492,127.611111111,larix,
2567,65.04563492060001,115.926587302,larix,
2568,60.7956349206,136.37698412700001,larix,
2569,58.773809523800004,128.35317460299999,larix,
2570,61.7976190476,133.80952381,larix,
2571,54.7619047619,127.253968254,larix,
2572,60.0416666667,108.67261904799999,larix,
2573,55.25396825399999,116.678571429,larix,
2574,59.8472222222,122.551587302,larix,
2575,66.1666666667,148.093253968,larix,
2576,52.6726190476,124.174603175,larix,
2577,67.31547619050001,90.91865079360001,larix,
2578,54.4900793651,133.90079365100001,larix,
2579,62.8849206349,115.138888889,larix,
2580,67.248015873,131.00595238100001,larix,
2581,67.0357142857,137.69047619,larix,
2582,53.771825396800004,118.44047619,larix,
2583,50.9325396825,110.08531746,larix,
2584,52.8670634921,115.916666667,larix,
2585,53.0674603175,140.48015873,larix,
2586,66.7103174603,132.363095238,larix,
2587,53.2619047619,121.795634921,larix,
2588,63.4682539683,119.236111111,larix,
2589,56.0992063492,116.525793651,larix,
2590,51.4623015873,133.97420634899999,larix,
2591,59.5873015873,123.003968254,larix,
2592,61.9940476191,112.503968254,larix,
2593,66.6785714286,116.446428571,larix,
2594,61.3253968254,100.424603175,larix,
2595,62.9742063492,101.25,larix,
2596,51.37896825399999,120.839285714,larix,
2597,55.478174603199996,114.08730158700001,larix,
2598,64.2083333333,110.875,larix,
2599,59.3690476191,113.974206349,larix,
2600,62.5158730159,105.20238095200001,larix,
2601,64.0317460317,93.7698412698,larix,
2602,53.339285714300004,136.02182539700001,larix,
2603,52.4920634921,142.293650794,larix,
2604,59.6051587302,129.902777778,larix,
2605,60.6170634921,141.906746032,larix,
2606,63.7976190476,116.714285714,larix,
2607,64.0912698413,107.273809524,larix,
2608,61.9722222222,135.410714286,larix,
2609,61.50396825399999,107.206349206,larix,
2610,61.2797619048,102.66269841299999,larix,
2611,65.32738095239999,119.013888889,larix,
2612,63.464285714300004,115.10515873,larix,
2613,58.7440476191,117.51190476200001,larix,
2614,60.2916666667,120.63690476200001,larix,
2615,56.861111111099994,124.678571429,larix,
2616,50.611111111099994,110.833333333,larix,
2617,66.2698412698,133.091269841,larix,
2618,63.3293650794,152.81547619,larix,
2619,65.81150793649999,115.214285714,larix,
2620,65.0833333333,109.803571429,larix,
2621,55.1170634921,121.246031746,larix,
2622,59.033730158699996,105.466269841,larix,
2623,58.2976190476,110.436507937,larix,
2624,62.896825396800004,132.06547619,larix,
2625,61.0277777778,107.26190476200001,larix,
2626,53.2956349206,134.186507936,larix,
2627,56.2996031746,132.96031746,larix,
2628,51.0416666667,130.46031746,larix,
2629,65.3908730159,117.468253968,larix,
2630,65.1388888889,114.265873016,larix,
2631,58.3591269841,133.476190476,larix,
2632,42.0178571429,128.41468254,larix,
2633,55.6369047619,123.198412698,larix,
2634,62.1329365079,134.238095238,larix,
2635,64.0238095238,93.2996031746,larix,
2636,56.3829365079,106.424603175,larix,
2637,60.0416666667,104.48214285700001,larix,
2638,52.1984126984,114.96031746,larix,
2639,61.263888888900006,130.35317460299999,larix,
2640,51.62896825399999,135.317460317,larix,
2641,62.7619047619,118.01984127,larix,
2642,56.2996031746,121.869047619,larix,
2643,66.7718253968,105.27777777799999,larix,
2644,63.6190476191,104.86309523799999,larix,
2645,51.99603174600001,117.19047619,larix,
2646,64.0158730159,155.089285714,larix,
2647,63.0456349206,130.450396825,larix,
2648,51.9940476191,119.66468254,larix,
2649,64.7638888889,98.7003968254,larix,
2650,59.9444444444,113.13293650799999,larix,
2651,53.773809523800004,158.922619048,larix,
2652,56.696428571400006,135.652777778,larix,
2653,63.126984127,94.59722222219999,larix,
2654,62.7678571429,112.708333333,larix,
2655,51.4226190476,118.581349206,larix,
2656,57.24603174600001,111.369047619,larix,
2657,58.4523809524,134.990079365,larix,
2658,65.2658730159,125.331349206,larix,
2659,68.1488095238,101.900793651,larix,
2660,54.2023809524,122.46230158700001,larix,
2661,68.6984126984,124.39484127,larix,
2662,60.3591269841,119.01785714299999,larix,
2663,67.82936507939999,157.04166666700002,larix,
2664,57.978174603199996,131.712301587,larix,
2665,60.498015873,113.994047619,larix,
2666,60.035714285699996,111.299603175,larix,
2667,62.410714285699996,101.045634921,larix,
2668,61.6408730159,98.6825396825,larix,
2669,63.56349206350001,119.630952381,larix,
2670,63.678571428599994,108.236111111,larix,
2671,53.3194444445,114.793650794,larix,
2672,56.726190476199996,131.70436507899998,larix,
2673,61.9444444444,121.61706349200001,larix,
2674,57.418650793699996,111.23015873,larix,
2675,63.1924603175,112.571428571,larix,
2676,65.7757936508,103.005952381,larix,
2677,61.6706349206,99.1746031746,larix,
2678,62.62103174600001,121.02777777799999,larix,
2679,62.8333333333,122.03769841299999,larix,
2680,60.0416666667,135.492063492,larix,
2681,64.878968254,118.353174603,larix,
2682,64.9583333333,152.22420634899999,larix,
2683,52.1408730159,131.55952381,larix,
2684,59.986111111099994,119.224206349,larix,
2685,65.68452380949999,121.36706349200001,larix,
2686,67.0138888889,117.11309523799999,larix,
2687,60.8293650794,118.48809523799999,larix,
2688,53.091269841300004,138.781746032,larix,
2689,60.9484126984,134.101190476,larix,
2690,65.70436507939999,90.5833333333,larix,
2691,60.138888888900006,131.74801587299999,larix,
2692,58.660714285699996,123.704365079,larix,
2693,48.001984127,138.242063492,larix,
2694,63.8373015873,117.634920635,larix,
2695,59.3869047619,133.80952381,larix,
2696,61.646825396800004,141.847222222,larix,
2697,53.7579365079,124.69246031700001,larix,
2698,55.6170634921,135.154761905,larix,
2699,65.8531746032,151.609126984,larix,
2700,52.2658730159,130.051587302,larix,
2701,61.3908730159,129.807539683,larix,
2702,68.0079365079,118.76785714299999,larix,
2703,60.8293650794,127.321428571,larix,
2704,60.0297619048,143.408730159,larix,
2705,61.486111111099994,124.273809524,larix,
2706,61.964285714300004,104.821428571,larix,
2707,67.7321428571,106.04761904799999,larix,
2708,61.18849206350001,116.37698412700001,larix,
2709,61.9404761905,135.327380952,larix,
2710,58.8650793651,132.65079365100001,larix,
2711,63.8571428571,110.759920635,larix,
2712,55.9583333333,126.089285714,larix,
2713,52.9007936508,130.656746032,larix,
2714,63.446428571400006,142.662698413,larix,
2715,65.0257936508,155.561507936,larix,
2716,53.6448412698,118.339285714,larix,
2717,56.123015873,107.27777777799999,larix,
2718,64.44047619050001,110.831349206,larix,
2719,62.736111111099994,114.10714285700001,larix,
2720,61.0654761905,116.928571429,larix,
2721,57.50396825399999,130.009920635,larix,
2722,52.2400793651,124.323412698,larix,
2723,67.9087301587,118.125,larix,
2724,62.6349206349,110.58531746,larix,
2725,55.4821428571,115.35714285700001,larix,
2726,60.6150793651,107.25198412700001,larix,
2727,52.31150793649999,119.404761905,larix,
2728,52.2182539683,142.551587302,larix,
2729,60.4523809524,123.581349206,larix,
2730,59.388888888900006,138.79563492100002,larix,
2731,59.660714285699996,121.66468254,larix,
2732,62.3452380952,135.448412698,larix,
2733,65.2857142857,125.946428571,larix,
2734,59.18650793649999,130.32936507899998,larix,
2735,50.1190476191,140.111111111,larix,
2736,48.043650793699996,121.406746032,larix,
2737,54.5833333333,120.51190476200001,larix,
2738,63.5416666667,112.31547619,larix,
2739,62.851190476199996,108.21230158700001,larix,
2740,52.2658730159,119.263888889,larix,
2741,52.25396825399999,115.043650794,larix,
2742,62.5773809524,106.593253968,larix,
2743,66.7281746032,138.069444444,larix,
2744,59.6369047619,130.746031746,larix,
2745,58.781746031800004,136.613095238,larix,
2746,68.5198412698,108.58531746,larix,
2747,60.896825396800004,132.589285714,larix,
2748,62.1170634921,130.543650794,larix,
2749,63.8630952381,101.84722222200001,larix,
2750,53.0873015873,119.075396825,larix,
2751,51.146825396800004,117.831349206,larix,
2752,60.466269841300004,125.50793650799999,larix,
2753,61.4047619048,145.888888889,larix,
2754,51.3690476191,121.11309523799999,larix,
2755,64.4325396825,111.418650794,larix,
2756,68.4722222222,161.277777778,larix,
2757,64.5972222222,99.4047619048,larix,
2758,64.42063492060001,143.787698413,larix,
2759,62.9583333333,135.82936507899998,larix,
2760,52.12103174600001,127.10714285700001,larix,
2761,65.2619047619,120.63293650799999,larix,
2762,58.25,127.08531746,larix,
2763,61.101190476199996,125.81547619,larix,
2764,65.1607142857,106.779761905,larix,
2765,56.0773809524,120.224206349,larix,
2766,60.8670634921,113.625,larix,
2767,54.3928571429,106.125,larix,
2768,66.81150793649999,149.218253968,larix,
2769,58.06349206350001,109.60714285700001,larix,
2770,51.5932539683,130.66468254,larix,
2771,61.388888888900006,139.430555556,larix,
2772,67.2777777778,121.5,larix,
2773,66.5119047619,113.994047619,larix,
2774,57.3353174603,137.345238095,larix,
2775,62.6904761905,100.781746032,larix,
2776,60.216269841300004,128.613095238,larix,
2777,56.216269841300004,116.51984127,larix,
2778,68.68055555560001,133.757936508,larix,
2779,53.123015873,113.128968254,larix,
2780,61.3174603175,106.89484127,larix,
2781,53.3452380952,111.916666667,larix,
2782,53.9146825397,122.86309523799999,larix,
2783,65.2103174603,114.416666667,larix,
2784,52.101190476199996,110.84722222200001,larix,
2785,52.5515873016,142.035714286,larix,
2786,67.2003968254,119.26190476200001,larix,
2787,54.7777777778,129.863095238,larix,
2788,63.533730158699996,142.77182539700001,larix,
2789,56.523809523800004,128.051587302,larix,
2790,58.4444444444,107.14484127,larix,
2791,68.380952381,105.660714286,larix,
2792,58.9424603175,136.049603175,larix,
2793,65.9503968254,98.3154761905,larix,
2794,51.6527777778,133.160714286,larix,
2795,58.603174603199996,125.674603175,larix,
2796,60.7083333333,109.98809523799999,larix,
2797,51.896825396800004,111.05753968299999,larix,
2798,64.93452380949999,118.39285714299999,larix,
2799,62.4940476191,99.7698412698,larix,
2800,50.1051587302,111.525793651,larix,
2801,56.3234126984,131.811507936,larix,
2802,62.8253968254,95.37301587299999,larix,
2803,68.3968253968,107.23015873,larix,
2804,62.8869047619,99.3194444444,larix,
2805,65.5714285714,115.64484127,larix,
2806,65.1349206349,95.3293650794,larix,
2807,62.273809523800004,126.28769841299999,larix,
2808,59.8551587302,123.533730159,larix,
2809,61.748015873,105.24206349200001,larix,
2810,56.0952380952,114.125,larix,
2811,62.9682539683,114.20238095200001,larix,
2812,63.101190476199996,122.944444444,larix,
2813,65.5337301587,150.972222222,larix,
2814,52.6349206349,124.839285714,larix,
2815,61.3948412698,113.906746032,larix,
2816,59.7341269841,140.56547619,larix,
2817,61.2341269841,131.827380952,larix,
2818,53.87103174600001,126.996031746,larix,
2819,66.2162698413,103.986111111,larix,
2820,59.7440476191,138.615079365,larix,
2821,60.728174603199996,122.283730159,larix,
2822,66.8412698413,103.60714285700001,larix,
2823,64.6488095238,125.87301587299999,larix,
2824,55.7896825397,121.603174603,larix,
2825,51.126984127,120.78769841299999,larix,
2826,56.7956349206,123.958333333,larix,
2827,63.0178571429,121.75,larix,
2828,64.6388888889,92.3194444444,larix,
2829,52.3234126984,111.178571429,larix,
2830,59.6071428571,108.71230158700001,larix,
