species;latitude;longitude
larix;53.7718253968;111.28968254
larix;65.7797619048;130.625
larix;59.9821428571;103.579365079
larix;63.9186507937;94.1587301587
larix;58.626984127;133.142857143
larix;63.128968254;109.658730159
larix;59.876984127;134.176587302
larix;62.8869047619;106.521825397
larix;58.5734126984;112.509920635
larix;56.9384920635;107.918650794
larix;53.2162698413;129.25
larix;59.3988095238;128.811507936
larix;62.3115079365;129.71031746
larix;50.8611111111;134.476190476
larix;70.994047619;99.6626984127
larix;63.1547619048;116.079365079
larix;59.7103174603;119.795634921
larix;57.4821428571;129.46031746
larix;61.3154761905;110.138888889
larix;53.5575396825;130.166666667
larix;53.8988095238;133.095238095
larix;63.7103174603;132.902777778
larix;54.2440476191;132.58531746
larix;64.3253968254;89.1011904762
larix;67.3015873016;108.246031746
larix;52.623015873;126.283730159
larix;66.1448412698;92.8611111111
larix;67.8670634921;115.06547619
larix;63.8611111111;154.248015873
larix;60.1825396825;125.05952381
larix;66.5158730159;111.803571429
larix;63.9682539683;129.172619048
larix;67.0337301587;158.375
larix;63.3392857143;121.035714286
larix;59.0912698413;135.753968254
larix;45.4007936508;135.829365079
larix;54.0972222222;127.097222222
larix;62.5099206349;165.593253968
larix;61.3611111111;104.378968254
larix;56.0436507937;107.404761905
larix;60.8373015873;117.916666667
larix;63.4166666667;119.382936508
larix;67.2837301587;123.067460317
larix;61.6031746032;119.162698413
larix;60.1865079365;145.041666667
larix;63.8928571429;167.577380952
larix;60.4841269841;102.428571429
larix;64.5376984127;154.448412698
larix;68.1071428571;137.410714286
larix;68.255952381;117.64484127
larix;64.0615079365;111.007936508
larix;53.3690476191;117.005952381
larix;68.0099206349;89.0496031746
larix;62.9623015873;128.329365079
larix;51.7023809524;125.464285714
larix;52.5238095238;136.700396825
larix;68.2103174603;123.134920635
larix;66.7380952381;110.89484127
larix;62.0555555556;131.962301587
larix;61.8670634921;129.071428571
larix;59.7579365079;140.78968254
larix;63.6329365079;122.305555556
larix;65.7896825397;156.180555556
larix;54.4503968254;123.444444444
larix;51.7380952381;116.238095238
larix;68.1111111111;88.3551587302
larix;50.7142857143;140.303571429
larix;66.5496031746;117.154761905
larix;59.5178571429;118.652777778
larix;67.8214285714;108.442460317
larix;58.4146825397;135.714285714
larix;58.8571428571;128.31547619
larix;57.3035714286;137.045634921
larix;67.1150793651;117.285714286
larix;63.2023809524;107.563492063
larix;54.0952380952;116.371031746
larix;53.3829365079;139.523809524
larix;60.7361111111;123.936507936
larix;66.3531746032;114.779761905
larix;58.9424603175;132.599206349
larix;46.0892857143;135.773809524
larix;63.1468253968;104.851190476
larix;67.746031746;104.492063492
larix;62.2599206349;125.277777778
larix;60.7797619048;145.317460317
larix;66.1011904762;101.222222222
larix;52.2857142857;134.251984127
larix;57.4722222222;118.494047619
larix;66.6011904762;157.634920635
larix;65.3392857143;98.2777777778
larix;64.505952381;101.992063492
larix;47.9821428572;120.922619048
larix;68.7956349206;162.182539683
larix;60.1448412698;123.357142857
larix;58.9484126984;133.154761905
larix;64.4503968254;98.1746031746
larix;57.4523809524;112.472222222
larix;66.4900793651;88.3571428571
larix;62.3948412698;112.726190476
larix;57.1805555556;123.398809524
larix;59.5;136.408730159
larix;60.7202380952;135.996031746
larix;59.8630952381;124.873015873
larix;55.3948412698;129.476190476
larix;52.6646825397;120.621031746
larix;53.8174603175;142.841269841
larix;56.2817460318;107.051587302
larix;55.7222222222;113.009920635
larix;63.75;145.757936508
larix;64.7876984127;93.6071428571
larix;57.9444444444;125.107142857
larix;55.7400793651;116.281746032
larix;58.2242063492;115.734126984
larix;67.3511904762;104.438492063
larix;63.7698412698;129.484126984
larix;66.8432539683;106.182539683
larix;54.8115079365;125.781746032
larix;63.1468253968;127.378968254
larix;60.4484126984;137.313492063
larix;51.0357142857;122.317460317
larix;67.9484126984;105.458333333
larix;58.3432539683;106.670634921
larix;54.4226190476;121.119047619
larix;58.8095238095;130.055555556
larix;55.003968254;127.418650794
larix;51.7023809524;126.095238095
larix;64.003968254;107.263888889
larix;55.5218253968;116.361111111
larix;53.2678571429;127.037698413
larix;64.8928571429;114.535714286
larix;64.2599206349;125.474206349
larix;57.3472222222;131.869047619
larix;64.1130952381;146.313492063
larix;51.0257936508;131.486111111
larix;66.6329365079;114.753968254
larix;55.2380952381;121.091269841
larix;67.9623015873;112.218253968
larix;60.5376984127;116.607142857
larix;63.0178571429;113.831349206
larix;67.5357142857;105.488095238
larix;52.3670634921;121.273809524
larix;59.253968254;129.837301587
larix;63.0952380952;133.376984127
larix;57.6785714286;129.619047619
larix;59.5178571429;146.251984127
larix;62.7182539683;154.111111111
larix;61.9801587302;118.583333333
larix;60.4444444444;128.640873016
larix;63.6984126984;131.936507936
larix;63.8968253968;101.924603175
larix;67.3849206349;158.5
larix;66.7837301587;112.220238095
larix;67.2202380952;131.996031746
larix;52.9523809524;125.581349206
larix;52.8869047619;129.994047619
larix;61.2678571429;133.970238095
larix;46.7142857143;137.255952381
larix;55.0654761905;129.418650794
larix;64.6587301587;87.9861111111
larix;53.8690476191;113.007936508
larix;67.1091269841;137.196428571
larix;67.8253968254;124.76984127
larix;63.2936507937;125.01984127
larix;55.2420634921;110.103174603
larix;59.4007936508;141.692460317
larix;67.8650793651;106.593253968
larix;62.6547619048;118.771825397
larix;53.5119047619;115.505952381
larix;66.6369047619;134.357142857
larix;57.3829365079;132.045634921
larix;64.0079365079;110.001984127
larix;63.0436507937;128.484126984
larix;58.5317460318;107.428571429
larix;64.875;88.4623015873
larix;62.4682539683;152.176587302
larix;60.6507936508;116.962301587
larix;59.5277777778;126.888888889
larix;60.3015873016;102.978174603
larix;66.4563492064;134.055555556
larix;55.0238095238;118.839285714
larix;58.5357142857;117.966269841
larix;59.7777777778;122.285714286
larix;59.3888888889;124.714285714
larix;64.7142857143;111.853174603
larix;63.4543650794;104.912698413
larix;58.3373015873;122.555555556
larix;63.8531746032;111.783730159
larix;66.5079365079;116.837301587
larix;65.5674603175;119.009920635
larix;58.3075396825;127.587301587
larix;58.376984127;119.138888889
larix;53.0099206349;135.867063492
larix;64.7698412698;152.656746032
larix;68.3194444444;87.4543650794
larix;64.0873015873;101.503968254
larix;62.0198412698;101.577380952
larix;61.0615079365;115.773809524
larix;62.1428571429;102.537698413
larix;56.5178571429;130.920634921
larix;64.3928571429;94.8591269841
larix;60.0277777778;104.551587302
larix;64.6984126984;92.4226190476
larix;56.7599206349;134.839285714
larix;63.878968254;120.954365079
larix;67.1111111111;133.446428571
larix;54.3333333333;119.827380952
larix;63.8511904762;112.767857143
larix;54.0396825397;114.005952381
larix;62.375;136.625
larix;62.9781746032;97.7380952381
larix;55.5773809524;112.23015873
larix;65.3829365079;101.081349206
larix;65.8650793651;123.557539683
larix;52.1567460318;119.628968254
larix;63.7301587302;115.567460317
larix;52.8253968254;127.188492063
larix;54.2857142857;131.408730159
larix;52.9702380952;135.759920635
larix;64.2261904762;104.476190476
larix;65.255952381;107.35515873
larix;59.6785714286;136.446428571
larix;53.4087301587;116.652777778
larix;67.7876984127;108.926587302
larix;62.0079365079;107.001984127
larix;61.371031746;117.361111111
larix;58.0734126984;104.18452381
larix;59.7123015873;111.619047619
larix;65.5734126984;96.5
larix;66.8908730159;151.454365079
larix;61.3234126984;125.803571429
larix;57.2123015873;133.103174603
larix;62.0773809524;132.069444444
larix;51.6587301587;117.878968254
larix;60.7182539683;130.93452381
larix;71.744047619;98.7242063492
larix;60.0416666667;118.101190476
larix;62.7043650794;110.867063492
larix;51.5555555556;117.063492063
larix;61.7817460318;148.045634921
larix;64.501984127;96.5337301587
larix;67.0277777778;158.755952381
larix;60.8948412698;104.73015873
larix;54.1666666667;114.525793651
larix;61.7718253968;99.4305555556
larix;54.4861111111;118.823412698
larix;66.3015873016;119.478174603
larix;62.1944444444;123.051587302
larix;51.6626984127;117.898809524
larix;66.7202380952;158.287698413
larix;63.9523809524;97.8472222222
larix;51.9007936508;117.178571429
larix;60.3095238095;114.85515873
larix;59.4761904762;123.672619048
larix;61.1984126984;108.875
larix;60.2916666667;126.341269841
larix;67.3650793651;119.48015873
larix;67.4583333333;102.807539683
larix;52.5912698413;133.303571429
larix;63.003968254;154.041666667
larix;63.1111111111;117.343253968
larix;62.0853174603;118.246031746
larix;59.0138888889;125.966269841
larix;52.4126984127;140.168650794
larix;63.2876984127;102.783730159
larix;58.9384920635;126.142857143
larix;61.121031746;135.037698413
larix;60.4742063492;148.678571429
larix;58.5813492064;122.119047619
larix;65.4662698413;114.833333333
larix;55.0714285714;129.753968254
larix;64.7698412698;115.408730159
larix;55.1507936508;115.246031746
larix;60.0496031746;120.134920635
larix;60.0277777778;128.517857143
larix;58.0535714286;112.968253968
larix;65.2182539683;95.5476190476
larix;64.0178571429;107.799603175
larix;59.5654761905;118.601190476
larix;68.3630952381;109.567460317
larix;63.5773809524;111.398809524
larix;65.6091269841;114.920634921
larix;64.3412698413;125.317460317
larix;54.4166666667;132.847222222
larix;64.498015873;119.121031746
larix;52.2579365079;121.275793651
larix;64.8214285714;123.805555556
larix;51.3115079365;113.079365079
larix;63.0813492064;97.621031746
larix;66.8968253968;162.779761905
larix;67.1646825397;106.001984127
larix;66.1011904762;132.986111111
larix;67.9821428571;108.801587302
larix;50.4404761905;132.682539683
larix;63.7043650794;113.797619048
larix;59.128968254;121.424603175
larix;49.9841269841;111.579365079
larix;60.6765873016;132.416666667
larix;56.8174603175;118.505952381
larix;67.4543650794;117.567460317
larix;59.3928571429;129.263888889
larix;58.2003968254;136.916666667
larix;62.8531746032;119.055555556
larix;66.7361111111;120.273809524
larix;67.7361111111;106.942460317
larix;67.5357142857;91.4186507936
larix;65.4821428571;151.011904762
larix;57.748015873;104.573412698
larix;53.6785714286;124.535714286
larix;53.6607142857;122.708333333
larix;61.8690476191;102.123015873
larix;62.6329365079;97.9742063492
larix;63.3829365079;102.898809524
larix;66.0456349206;114.656746032
larix;68.4662698413;107.345238095
larix;54.3630952381;107.48015873
larix;66.6666666667;87.6626984127
larix;62.5317460318;117.31547619
larix;61.9503968254;122.06547619
larix;66.4702380952;88.3333333333
larix;64.7698412698;125.994047619
larix;53.9682539683;139.301587302
larix;62.4384920635;132.011904762
larix;60.8373015873;133.783730159
larix;66.2003968254;90.9126984127
larix;62.621031746;101.670634921
larix;64.0773809524;118.331349206
larix;68.2222222222;87.1468253968
larix;58.2043650794;105.462301587
larix;67.9841269841;88.9206349206
larix;53.4246031746;120.333333333
larix;56.3849206349;131.388888889
larix;67.6071428571;124.128968254
larix;59.8134920635;161.775793651
larix;59.4027777778;133.817460317
larix;51.8670634921;113.547619048
larix;64.3908730159;115.904761905
larix;62.6726190476;117.136904762
larix;51.7400793651;131.936507936
larix;64.2936507937;141.704365079
larix;66.4186507937;114.849206349
larix;61.5912698413;119.180555556
larix;59.5178571429;112.472222222
larix;64.3670634921;145.418650794
larix;58.0654761905;132.154761905
larix;68.1865079365;121.900793651
larix;68.5972222222;102.380952381
larix;54.4047619048;113.845238095
larix;66.5337301587;133.388888889
larix;68.3392857143;120.511904762
larix;60.2123015873;111.805555556
larix;60.6944444444;112.005952381
larix;68.0972222222;102.067460317
larix;64.5;125.611111111
larix;61.8928571429;116.714285714
larix;68.4900793651;124.001984127
larix;66.5734126984;111.126984127
larix;56.123015873;128.027777778
larix;54.8095238095;127.996031746
larix;52.5912698413;121.05952381
larix;58.1547619048;135.200396825
larix;67.7956349206;134.841269841
larix;63.7341269841;127.357142857
larix;66.501984127;118.06547619
larix;65.246031746;112.892857143
larix;59.4246031746;145.64484127
larix;54.376984127;133.095238095
larix;64.751984127;117.150793651
larix;63.8373015873;97.9603174603
larix;63.3988095238;92.8650793651
larix;61.5218253968;108.771825397
larix;61.6011904762;105.670634921
larix;56.0674603175;121.630952381
larix;54.4781746032;130.922619048
larix;59.2956349206;107.464285714
larix;63.7321428571;113.781746032
larix;53.8908730159;119.313492063
larix;66.3392857143;101.111111111
larix;62.8849206349;129.587301587
larix;58.6408730159;124.829365079
larix;60.7341269841;117.746031746
larix;62.2757936508;118.857142857
larix;50.9305555556;123.740079365
larix;68.753968254;103.823412698
larix;54.5833333333;118.303571429
larix;65.4682539683;116.212301587
larix;53.4186507937;129.16468254
larix;66.5853174603;101.174603175
larix;66.9543650794;131.817460317
larix;61.1547619048;136.160714286
larix;61.4821428571;119.69047619
larix;56.505952381;130.007936508
larix;59.4484126984;139.365079365
larix;58.1190476191;130.640873016
larix;61.0912698413;112.966269841
larix;57.2043650794;133.746031746
larix;61.878968254;132.531746032
larix;63.3432539683;126.359126984
larix;64.4642857143;109.708333333
larix;56.5972222222;132.656746032
larix;59.7638888889;114.936507936
larix;51.9404761905;114.81547619
larix;54.0674603175;115.886904762
larix;59.1825396825;118.26984127
larix;61.1547619048;108.571428571
larix;66.8472222222;135.388888889
larix;60.3115079365;152.351190476
larix;59.1051587302;119.220238095
larix;60.0833333333;119.722222222
larix;60.4345238095;128.609126984
larix;53.0535714286;128.896825397
larix;66.7599206349;154.484126984
larix;55.1785714286;123.172619048
larix;64.0257936508;119.531746032
larix;65.6388888889;108.94047619
larix;56.2579365079;119.013888889
larix;67.3412698413;133.932539683
larix;63.4523809524;107.75
larix;63.4503968254;133.267857143
larix;67.1964285714;107.337301587
larix;63.75;152.51984127
larix;61.8531746032;149.307539683
larix;66.628968254;116.827380952
larix;65.2956349206;93.6329365079
larix;63.3908730159;87.9305555556
larix;61.1130952381;114.777777778
larix;54.9265873016;131.557539683
larix;59.9206349206;128.734126984
larix;56.3313492064;116.712301587
larix;64.6031746032;153.992063492
larix;59.5158730159;136.484126984
larix;62.3293650794;102.579365079
larix;54.2361111111;112.93452381
larix;66.001984127;108.18452381
larix;66.2916666667;98.9662698413
larix;50.7757936508;139.837301587
larix;66.4642857143;116.462301587
larix;68.8115079365;123.047619048
larix;58.4424603175;134.716269841
larix;54.505952381;122.273809524
larix;67.5734126984;110.841269841
larix;64.005952381;120.849206349
larix;60.3472222222;119.573412698
larix;59.1884920635;133.680555556
larix;61.8075396825;135.557539683
larix;56.2063492064;126.037698413
larix;51.8015873016;118.759920635
larix;52.5416666667;118.80952381
larix;63.9027777778;93.2857142857
larix;67.4444444444;111.946428571
larix;65.9285714286;151.581349206
larix;61.8194444444;99.9662698413
larix;63.8551587302;94.6369047619
larix;59.7341269841;148.938492063
larix;53.3908730159;120.700396825
larix;51.1904761905;134.936507936
larix;63.503968254;110.291666667
larix;64.4444444444;112.255952381
larix;60.7876984127;118.78968254
larix;62.625;91.3412698413
larix;68.126984127;122.900793651
larix;57.630952381;133.406746032
larix;54.6369047619;115.386904762
larix;63.6567460317;117.865079365
larix;57.6448412698;111.503968254
larix;57.1111111111;133.424603175
larix;52.1984126984;126.057539683
larix;61.1706349206;115.150793651
larix;61.7837301587;148.109126984
larix;61.0138888889;136.547619048
larix;52.3115079365;137.773809524
larix;52.1686507937;120.051587302
larix;62.4523809524;99.8849206349
larix;66.4781746032;135.748015873
larix;67.3432539683;115.718253968
larix;63.4583333333;124.176587302
larix;59.5694444444;138.402777778
larix;60.3551587302;133.795634921
larix;67.1726190476;106.180555556
larix;62.6785714286;122.799603175
larix;67.5753968254;132.240079365
larix;61.0853174603;132.216269841
larix;66.2222222222;119.912698413
larix;68.8611111111;118.916666667
larix;61.7916666667;134.656746032
larix;51.0119047619;111.825396825
larix;61.3273809524;110.180555556
larix;58.6388888889;129.325396825
larix;68.0853174603;113.168650794
larix;59.380952381;131.251984127
larix;63.4702380952;94.0218253968
larix;56.2341269841;123.94047619
larix;57.7023809524;133.069444444
larix;67.1944444444;121.498015873
larix;62.5357142857;124.053571429
larix;62.6527777778;109.053571429
larix;63.0099206349;106.545634921
larix;64.130952381;94.3333333333
larix;67.7678571429;106.14484127
larix;60.9186507937;120.357142857
larix;65.8194444444;115.238095238
larix;65.9345238095;103.678571429
larix;62.8630952381;121.150793651
larix;65.0158730159;111.942460317
larix;58.9285714286;105.666666667
larix;67.0674603175;106.013888889
larix;58.9047619048;140.456349206
larix;50.9384920635;122.486111111
larix;69.6428571429;117.603174603
larix;67.3650793651;118.261904762
larix;55.1468253968;116.761904762
larix;63.8115079365;124.486111111
larix;65.0178571429;153.970238095
larix;60.9107142857;121.180555556
larix;63.1706349206;97.3928571429
larix;60.1607142857;139.087301587
larix;59.5952380952;103.976190476
larix;61.2817460318;143.763888889
larix;64.371031746;113.603174603
larix;63.1686507937;117.277777778
larix;49.7698412698;133.821428571
larix;55.8412698413;128.732142857
larix;53.6488095238;122.390873016
larix;57.3849206349;134.621031746
larix;63.8531746032;99.8174603175
larix;57.2738095238;128.474206349
larix;55.998015873;109.373015873
larix;52.5555555556;120.680555556
larix;61.5515873016;112.277777778
larix;62.6785714286;124.089285714
larix;57.9603174603;124.91468254
larix;67.1091269841;107.023809524
larix;67.4206349206;115.035714286
larix;59.4226190476;124.505952381
larix;53.2976190476;142.031746032
larix;54.998015873;122.238095238
larix;57.4761904762;134.561507936
larix;60.4265873016;127.920634921
larix;54.75;114.128968254
larix;64.2103174603;107.200396825
larix;67.5992063492;124.543650794
larix;61.2063492064;116.432539683
larix;55.6646825397;125.755952381
larix;54.3670634921;106.837301587
larix;57.7579365079;104.347222222
larix;61.7043650794;103.589285714
larix;68.5357142857;116.53968254
larix;53.4305555556;119.21031746
larix;55.2063492064;118.982142857
larix;66.9563492064;150.488095238
larix;66.4107142857;131.571428571
larix;54.3511904762;120.140873016
larix;59.9503968254;131.563492063
larix;65.6190476191;158.087301587
larix;49.6190476191;132.863095238
larix;54.9662698413;115.662698413
larix;63.1051587302;127.277777778
larix;55.871031746;117.525793651
larix;52.7936507937;142.099206349
larix;56.7281746032;110.242063492
larix;57.2916666667;121.662698413
larix;58.5436507937;124.069444444
larix;54.6507936508;132.771825397
larix;51.5198412698;136.825396825
larix;65.75;127.660714286
larix;62.9841269841;123.045634921
larix;55.6051587302;120.329365079
larix;59.005952381;133.922619048
larix;63.5119047619;109.301587302
larix;68.1011904762;105.390873016
larix;62.9384920635;135.630952381
larix;59.2857142857;136.841269841
larix;67.2797619048;92.2956349206
larix;62.3115079365;112.720238095
larix;66.6170634921;120.833333333
larix;61.9801587302;111.496031746
larix;48.7638888889;138.742063492
larix;60.75;119.593253968
larix;56.8988095238;129.470238095
larix;50.8571428571;139.537698413
larix;58.9920634921;136.626984127
larix;67.1091269841;162.115079365
larix;61.3531746032;112.46031746
larix;60.6865079365;132.251984127
larix;61.8412698413;113.722222222
larix;61.5416666667;113.027777778
larix;62.4484126984;106.06547619
larix;58.9107142857;107.248015873
larix;62.6706349206;118.474206349
larix;66.6626984127;121.416666667
larix;56.5615079365;115.206349206
larix;63.8928571429;91.1706349206
larix;66.8194444444;119.438492063
larix;67.2698412698;146.831349206
larix;64.6071428571;147.555555556
larix;40.0496031746;126.55952381
larix;52.8333333333;142.43452381
larix;58.8690476191;129.218253968
larix;61.5277777778;123.156746032
larix;54.2341269841;120.490079365
larix;59.7400793651;126.172619048
larix;63.4007936508;108.736111111
larix;55.8313492064;120.986111111
larix;52.1349206349;125.932539683
larix;46.0119047619;135.970238095
larix;66.2599206349;110.76984127
larix;54.4305555556;120.236111111
larix;60.2956349206;120.670634921
larix;57.5376984127;132.398809524
larix;64.5634920635;105.198412698
larix;56.876984127;122.146825397
larix;49.9722222222;132.303571429
larix;54.8392857143;119.418650794
larix;61.8908730159;125.531746032
larix;57.1527777778;128.797619048
larix;64.7797619048;97.1309523809
larix;53.8432539683;111.472222222
larix;67.8472222222;124.001984127
larix;50.9642857143;120.593253968
larix;52.6369047619;112.623015873
larix;52.8194444445;136.021825397
larix;59.5396825397;106.047619048
larix;63.8115079365;105.632936508
larix;63.2123015873;152.924603175
larix;61.1190476191;141.341269841
larix;46.9067460318;135.912698413
larix;67.0535714286;123.152777778
larix;67.5099206349;131.561507936
larix;64.3174603175;99.6329365079
larix;59.3988095238;137.091269841
larix;60.3253968254;107.003968254
larix;52.746031746;114.926587302
larix;53.7043650794;125.85515873
larix;50.9325396825;133.992063492
larix;65.4503968254;120.099206349
larix;61.8035714286;139.886904762
larix;60.2043650794;137.220238095
larix;66.1190476191;148.732142857
larix;59.630952381;104.226190476
larix;41.9365079365;128.438492063
larix;58.6428571429;130.674603175
larix;66.3611111111;89.2599206349
larix;68.0376984127;112.305555556
larix;61.2996031746;147.83531746
larix;61.1726190476;150.636904762
larix;57.373015873;108.819444444
larix;61.9861111111;121.166666667
larix;61.4186507937;136.811507936
larix;60.1706349206;104.359126984
larix;54.3333333333;115.759920635
larix;67.8869047619;122.740079365
larix;63.123015873;89.75
larix;52.2321428571;123.452380952
larix;62.3829365079;117.696428571
larix;62.7261904762;123.146825397
larix;58.4365079365;119.192460317
larix;61.9940476191;108.055555556
larix;57.5932539683;135.926587302
larix;54.8869047619;106.724206349
larix;59.3412698413;129.255952381
larix;63.1468253968;123.253968254
larix;64.9861111111;119.797619048
larix;51.8392857143;128.095238095
larix;63.5297619048;141.611111111
larix;63.7718253968;121.686507936
larix;61.630952381;130.946428571
larix;61.9087301587;102.101190476
larix;65.4900793651;113.886904762
larix;57.2837301587;128.244047619
larix;62.7837301587;105.765873016
larix;65.0337301587;125.69047619
larix;59.9761904762;140.849206349
larix;55.9246031746;110.517857143
larix;63.4523809524;113.755952381
larix;54.6150793651;124.236111111
larix;59.3948412698;128.496031746
larix;60.501984127;110.533730159
larix;63.5753968254;145.398809524
larix;61.3630952381;124.597222222
larix;68.3214285714;133.603174603
larix;50.7678571429;112.33531746
larix;60.2837301587;110.337301587
larix;67.4722222222;112.488095238
larix;62.4325396825;102.722222222
larix;55.4861111111;122.990079365
larix;61.8630952381;123.202380952
larix;64.1428571429;116.075396825
larix;67.4682539683;150.049603175
larix;61.0595238095;134.043650794
larix;61.6924603175;134.240079365
larix;66.6468253968;134.142857143
larix;54.1527777778;123.91468254
larix;65.0138888889;116.503968254
larix;60.5376984127;123.299603175
larix;65.5;113.545634921
larix;49.6130952381;111.013888889
larix;59.8194444444;116.956349206
larix;53.8035714286;117.228174603
larix;68.253968254;120.150793651
larix;66.7380952381;104.882936508
larix;53.6190476191;140.331349206
larix;69.5892857143;124.295634921
larix;58.0535714286;121.412698413
larix;62.4722222222;121.553571429
larix;55.9325396825;123.043650794
larix;63.3075396825;105.666666667
larix;57.5376984127;137.337301587
larix;61.3432539683;118.317460317
larix;67.125;136.188492063
larix;67.9761904762;108.626984127
larix;51.4742063492;133.156746032
larix;55.6507936508;121.196428571
larix;61.7043650794;105.83531746
larix;66.8293650794;133.009920635
larix;52.5952380952;131.656746032
larix;62.2083333333;136.686507936
larix;62.630952381;103.373015873
larix;56.1706349206;133.392857143
larix;67.7162698413;111.505952381
larix;71.8194444444;101.436507937
larix;55.9742063492;110.009920635
larix;67.1150793651;106.396825397
larix;50.5595238095;133.007936508
larix;52.9861111111;125.055555556
larix;52.2182539683;123.083333333
larix;52.1785714286;114.162698413
larix;55.7599206349;115.819444444
larix;66.2361111111;116.128968254
larix;59.2043650794;130.593253968
larix;57.9940476191;135.658730159
larix;67.5;114.994047619
larix;60.9444444444;101.976190476
larix;64.5;97.0892857143
larix;59.7043650794;130.557539683
larix;46.5634920635;137.390873016
larix;52.871031746;119.954365079
larix;67.0257936508;151.061507936
larix;58.7896825397;130.05952381
larix;67.7380952381;135.281746032
larix;53.3690476191;112.744047619
larix;53.0297619048;132.43452381
larix;55.4126984127;121.103174603
larix;67.9880952381;109.648809524
larix;52.6587301587;110.813492063
larix;55.3829365079;127.698412698
larix;62.2837301587;107.474206349
larix;61.6329365079;135.166666667
larix;59.9226190476;127.94047619
larix;48.7103174603;130.837301587
larix;55.0753968254;133.525793651
larix;62.128968254;98.9861111111
larix;65.4444444444;112.345238095
larix;59.8888888889;119.311507936
larix;60.2281746032;124.527777778
larix;62.5496031746;97.628968254
larix;63.6904761905;110.751984127
larix;67.0952380952;134.85515873
larix;60.2440476191;121.458333333
larix;60.873015873;137.674603175
larix;66.878968254;151.446428571
larix;61.628968254;113.009920635
larix;58.628968254;125.14484127
larix;61.8293650794;123.238095238
larix;54.5555555556;131.083333333
larix;52.005952381;137.180555556
larix;65.9404761905;105.119047619
larix;61.8015873016;107.837301587
larix;62.3234126984;104.136904762
larix;65.2063492064;119.962301587
larix;52.2083333333;124.412698413
larix;59.8670634921;126.857142857
larix;53.2063492064;139.41468254
larix;64.2400793651;118.045634921
larix;63.2202380952;106.93452381
larix;60.2301587302;126.14484127
larix;66.4206349206;132.069444444
larix;55.253968254;117.432539683
larix;54.5;123.329365079
larix;65.7896825397;132.121031746
larix;56.376984127;121.589285714
larix;55.4742063492;109.115079365
larix;61.0138888889;122.490079365
larix;51.5238095238;118.819444444
larix;65.2718253968;120.172619048
larix;64.4543650794;123.628968254
larix;64.9662698413;114.18452381
larix;51.2638888889;109.873015873
larix;67.2043650794;115.017857143
larix;58.8293650794;124.761904762
larix;52.3511904762;126.944444444
larix;67.7361111111;162.101190476
larix;67.3472222222;100.724206349
larix;66.6547619048;112.625
larix;53.0674603175;121.726190476
larix;60.7380952381;124.285714286
larix;68.5833333333;116.162698413
larix;60.4940476191;121.503968254
larix;65.6706349206;153.78968254
larix;63.0277777778;119.486111111
larix;51.1170634921;119.888888889
larix;69.0555555556;115.843253968
larix;58.1944444444;137.426587302
larix;65.6507936508;155.888888889
larix;58.4880952381;129.271825397
larix;57.1130952381;124.60515873
larix;53.6150793651;127.06547619
larix;61.4067460318;131.837301587
larix;56.7777777778;160.646825397
larix;62.3373015873;98.3472222222
larix;63.7103174603;118.831349206
larix;61.7440476191;120.257936508
larix;62.6845238095;113.297619048
larix;62.3472222222;104.220238095
larix;63.5555555556;112.117063492
larix;53.0158730159;116.386904762
larix;62.0972222222;134.761904762
larix;63.8869047619;121.037698413
larix;64.0734126984;117.345238095
larix;59.5992063492;117.218253968
larix;65.8273809524;132.628968254
larix;60.4742063492;139.525793651
larix;58.4642857143;135.902777778
larix;63.5337301587;98.1607142857
larix;62.7400793651;129.470238095
larix;51.6388888889;132.476190476
larix;49.7063492064;110.670634921
larix;66.9503968254;132.638888889
larix;50.5357142857;132.218253968
larix;62.8571428571;98.7658730159
larix;57.3531746032;106.48015873
larix;59.4781746032;116.670634921
larix;51.5257936508;124.803571429
larix;65.6071428571;124.31547619
larix;61.8829365079;130.075396825
larix;61.5416666667;135.634920635
larix;61.5813492064;122.944444444
larix;52.503968254;117.555555556
larix;63.4186507937;96.9543650794
larix;66.7996031746;154.404761905
larix;64.5079365079;97.5476190476
larix;66.3690476191;112.827380952
larix;63.2718253968;100.912698413
larix;67.4404761905;158.418650794
larix;60.5297619048;121.617063492
larix;58.5119047619;129.625
larix;61.2976190476;118.430555556
larix;58.6924603175;115.964285714
larix;53.625;117.263888889
larix;64.4940476191;117.579365079
larix;53.5932539683;142.799603175
larix;63.4742063492;127.611111111
larix;65.0456349206;115.926587302
larix;60.7956349206;136.376984127
larix;58.7738095238;128.353174603
larix;61.7976190476;133.80952381
larix;54.7619047619;127.253968254
larix;60.0416666667;108.672619048
larix;55.253968254;116.678571429
larix;59.8472222222;122.551587302
larix;66.1666666667;148.093253968
larix;52.6726190476;124.174603175
larix;67.3154761905;90.9186507936
larix;54.4900793651;133.900793651
larix;62.8849206349;115.138888889
larix;67.248015873;131.005952381
larix;67.0357142857;137.69047619
larix;53.7718253968;118.44047619
larix;50.9325396825;110.08531746
larix;52.8670634921;115.916666667
larix;53.0674603175;140.48015873
larix;66.7103174603;132.363095238
larix;53.2619047619;121.795634921
larix;63.4682539683;119.236111111
larix;56.0992063492;116.525793651
larix;51.4623015873;133.974206349
larix;59.5873015873;123.003968254
larix;61.9940476191;112.503968254
larix;66.6785714286;116.446428571
larix;61.3253968254;100.424603175
larix;62.9742063492;101.25
